date,asset,type,total_oi,fiz_oi,yur_oi,fiz_share,yur_share,long_fiz,short_fiz,long_jur,short_jur
2019-04-03,GAZR,futures,303836.0,,,,,,,,
2019-04-03,LKOH,futures,55060.0,,,,,,,,
2019-04-03,MGNT,futures,195166.0,,,,,,,,
2019-04-03,MXI,futures,36774.0,,,,,,,,
2019-04-03,ROSN,futures,16530.0,,,,,,,,
2019-04-03,SBRF,futures,621628.0,,,,,,,,
2019-04-03,VTBR,futures,207910.0,,,,,,,,
2019-04-04,ALRS,futures,10190.0,,,,,,,,
2019-04-04,GAZR,futures,316144.0,,,,,,,,
2019-04-04,LKOH,futures,53304.0,,,,,,,,
2019-04-04,MGNT,futures,206704.0,,,,,,,,
2019-04-04,MXI,futures,32986.0,,,,,,,,
2019-04-04,ROSN,futures,17170.0,,,,,,,,
2019-04-04,SBRF,futures,636408.0,,,,,,,,
2019-04-04,VTBR,futures,208414.0,,,,,,,,
2019-04-05,ALRS,futures,10492.0,,,,,,,,
2019-04-05,GAZR,futures,327694.0,,,,,,,,
2019-04-05,LKOH,futures,52846.0,,,,,,,,
2019-04-05,MGNT,futures,225772.0,,,,,,,,
2019-04-05,MXI,futures,32444.0,,,,,,,,
2019-04-05,ROSN,futures,17586.0,,,,,,,,
2019-04-05,SBRF,futures,698128.0,,,,,,,,
2019-04-05,VTBR,futures,212928.0,,,,,,,,
2019-04-08,ALRS,futures,10494.0,,,,,,,,
2019-04-08,GAZR,futures,325604.0,,,,,,,,
2019-04-08,LKOH,futures,50624.0,,,,,,,,
2019-04-08,MGNT,futures,231772.0,,,,,,,,
2019-04-08,MXI,futures,35706.0,,,,,,,,
2019-04-08,ROSN,futures,17936.0,,,,,,,,
2019-04-08,SBRF,futures,690946.0,,,,,,,,
2019-04-08,VTBR,futures,219358.0,,,,,,,,
2019-04-09,ALRS,futures,10578.0,,,,,,,,
2019-04-09,GAZR,futures,311208.0,,,,,,,,
2019-04-09,LKOH,futures,51668.0,,,,,,,,
2019-04-09,MGNT,futures,233080.0,,,,,,,,
2019-04-09,MXI,futures,42216.0,,,,,,,,
2019-04-09,ROSN,futures,18568.0,,,,,,,,
2019-04-09,SBRF,futures,711368.0,,,,,,,,
2019-04-09,VTBR,futures,218086.0,,,,,,,,
2019-04-10,ALRS,futures,10788.0,,,,,,,,
2019-04-10,GAZR,futures,292684.0,,,,,,,,
2019-04-10,LKOH,futures,50606.0,,,,,,,,
2019-04-10,MGNT,futures,257004.0,,,,,,,,
2019-04-10,MXI,futures,39664.0,,,,,,,,
2019-04-10,ROSN,futures,19638.0,,,,,,,,
2019-04-10,SBRF,futures,652474.0,,,,,,,,
2019-04-10,VTBR,futures,253532.0,,,,,,,,
2019-04-11,ALRS,futures,10582.0,,,,,,,,
2019-04-11,GAZR,futures,303100.0,,,,,,,,
2019-04-11,LKOH,futures,49712.0,,,,,,,,
2019-04-11,MGNT,futures,260130.0,,,,,,,,
2019-04-11,MXI,futures,37998.0,,,,,,,,
2019-04-11,ROSN,futures,22332.0,,,,,,,,
2019-04-11,SBRF,futures,633666.0,,,,,,,,
2019-04-11,VTBR,futures,252916.0,,,,,,,,
2019-04-12,ALRS,futures,10760.0,,,,,,,,
2019-04-12,GAZR,futures,293378.0,,,,,,,,
2019-04-12,LKOH,futures,48524.0,,,,,,,,
2019-04-12,MGNT,futures,259520.0,,,,,,,,
2019-04-12,MXI,futures,37032.0,,,,,,,,
2019-04-12,ROSN,futures,22214.0,,,,,,,,
2019-04-12,SBRF,futures,620744.0,,,,,,,,
2019-04-12,VTBR,futures,249774.0,,,,,,,,
2019-04-15,ALRS,futures,10894.0,,,,,,,,
2019-04-15,GAZR,futures,295280.0,,,,,,,,
2019-04-15,LKOH,futures,48210.0,,,,,,,,
2019-04-15,MGNT,futures,267426.0,,,,,,,,
2019-04-15,MXI,futures,37836.0,,,,,,,,
2019-04-15,ROSN,futures,23164.0,,,,,,,,
2019-04-15,SBRF,futures,609490.0,,,,,,,,
2019-04-15,VTBR,futures,261154.0,,,,,,,,
2019-04-16,ALRS,futures,10864.0,,,,,,,,
2019-04-16,GAZR,futures,299814.0,,,,,,,,
2019-04-16,LKOH,futures,47544.0,,,,,,,,
2019-04-16,MGNT,futures,283050.0,,,,,,,,
2019-04-16,MXI,futures,33296.0,,,,,,,,
2019-04-16,ROSN,futures,21898.0,,,,,,,,
2019-04-16,SBRF,futures,637810.0,,,,,,,,
2019-04-16,VTBR,futures,260404.0,,,,,,,,
2019-04-17,ALRS,futures,10010.0,,,,,,,,
2019-04-17,GAZR,futures,311122.0,,,,,,,,
2019-04-17,LKOH,futures,46388.0,,,,,,,,
2019-04-17,MGNT,futures,267452.0,,,,,,,,
2019-04-17,MXI,futures,32314.0,,,,,,,,
2019-04-17,ROSN,futures,21242.0,,,,,,,,
2019-04-17,SBRF,futures,628008.0,,,,,,,,
2019-04-17,VTBR,futures,258946.0,,,,,,,,
2019-04-18,ALRS,futures,9546.0,,,,,,,,
2019-04-18,GAZR,futures,290722.0,,,,,,,,
2019-04-18,LKOH,futures,44020.0,,,,,,,,
2019-04-18,MGNT,futures,269482.0,,,,,,,,
2019-04-18,MXI,futures,32670.0,,,,,,,,
2019-04-18,ROSN,futures,20748.0,,,,,,,,
2019-04-18,SBRF,futures,622538.0,,,,,,,,
2019-04-18,VTBR,futures,266990.0,,,,,,,,
2019-04-19,ALRS,futures,9400.0,,,,,,,,
2019-04-19,GAZR,futures,282452.0,,,,,,,,
2019-04-19,LKOH,futures,43190.0,,,,,,,,
2019-04-19,MGNT,futures,268512.0,,,,,,,,
2019-04-19,MXI,futures,32824.0,,,,,,,,
2019-04-19,ROSN,futures,22606.0,,,,,,,,
2019-04-19,SBRF,futures,631240.0,,,,,,,,
2019-04-19,VTBR,futures,275956.0,,,,,,,,
2019-04-22,ALRS,futures,9396.0,,,,,,,,
2019-04-22,GAZR,futures,282736.0,,,,,,,,
2019-04-22,LKOH,futures,45610.0,,,,,,,,
2019-04-22,MGNT,futures,271926.0,,,,,,,,
2019-04-22,MXI,futures,33950.0,,,,,,,,
2019-04-22,ROSN,futures,22646.0,,,,,,,,
2019-04-22,SBRF,futures,664782.0,,,,,,,,
2019-04-22,VTBR,futures,273446.0,,,,,,,,
2019-04-23,ALRS,futures,9386.0,,,,,,,,
2019-04-23,GAZR,futures,286440.0,,,,,,,,
2019-04-23,LKOH,futures,44838.0,,,,,,,,
2019-04-23,MGNT,futures,263304.0,,,,,,,,
2019-04-23,MXI,futures,36690.0,,,,,,,,
2019-04-23,ROSN,futures,22706.0,,,,,,,,
2019-04-23,SBRF,futures,662688.0,,,,,,,,
2019-04-23,VTBR,futures,264540.0,,,,,,,,
2019-04-24,ALRS,futures,9384.0,,,,,,,,
2019-04-24,GAZR,futures,321694.0,,,,,,,,
2019-04-24,LKOH,futures,42990.0,,,,,,,,
2019-04-24,MGNT,futures,265948.0,,,,,,,,
2019-04-24,MXI,futures,50326.0,,,,,,,,
2019-04-24,ROSN,futures,22672.0,,,,,,,,
2019-04-24,SBRF,futures,659664.0,,,,,,,,
2019-04-24,VTBR,futures,261858.0,,,,,,,,
2019-04-25,ALRS,futures,9344.0,,,,,,,,
2019-04-25,GAZR,futures,315256.0,,,,,,,,
2019-04-25,LKOH,futures,42902.0,,,,,,,,
2019-04-25,MGNT,futures,265128.0,,,,,,,,
2019-04-25,MXI,futures,42016.0,,,,,,,,
2019-04-25,ROSN,futures,21678.0,,,,,,,,
2019-04-25,SBRF,futures,714084.0,,,,,,,,
2019-04-25,VTBR,futures,257564.0,,,,,,,,
2019-04-26,ALRS,futures,8950.0,,,,,,,,
2019-04-26,GAZR,futures,311076.0,,,,,,,,
2019-04-26,LKOH,futures,41588.0,,,,,,,,
2019-04-26,MGNT,futures,278898.0,,,,,,,,
2019-04-26,MXI,futures,36364.0,,,,,,,,
2019-04-26,ROSN,futures,24356.0,,,,,,,,
2019-04-26,SBRF,futures,755522.0,,,,,,,,
2019-04-26,VTBR,futures,261542.0,,,,,,,,
2019-04-29,ALRS,futures,8990.0,,,,,,,,
2019-04-29,GAZR,futures,302878.0,,,,,,,,
2019-04-29,LKOH,futures,43626.0,,,,,,,,
2019-04-29,MGNT,futures,284978.0,,,,,,,,
2019-04-29,MXI,futures,42184.0,,,,,,,,
2019-04-29,ROSN,futures,24066.0,,,,,,,,
2019-04-29,SBRF,futures,745092.0,,,,,,,,
2019-04-29,VTBR,futures,261866.0,,,,,,,,
2019-04-30,ALRS,futures,9166.0,,,,,,,,
2019-04-30,GAZR,futures,301020.0,,,,,,,,
2019-04-30,LKOH,futures,44164.0,,,,,,,,
2019-04-30,MGNT,futures,280378.0,,,,,,,,
2019-04-30,MXI,futures,56196.0,,,,,,,,
2019-04-30,ROSN,futures,24138.0,,,,,,,,
2019-04-30,SBRF,futures,715010.0,,,,,,,,
2019-04-30,VTBR,futures,267682.0,,,,,,,,
2019-05-02,ALRS,futures,9174.0,,,,,,,,
2019-05-02,GAZR,futures,315496.0,,,,,,,,
2019-05-02,LKOH,futures,44084.0,,,,,,,,
2019-05-02,MGNT,futures,268588.0,,,,,,,,
2019-05-02,MXI,futures,55454.0,,,,,,,,
2019-05-02,ROSN,futures,24218.0,,,,,,,,
2019-05-02,SBRF,futures,704452.0,,,,,,,,
2019-05-02,VTBR,futures,267902.0,,,,,,,,
2019-05-03,ALRS,futures,9234.0,,,,,,,,
2019-05-03,GAZR,futures,327086.0,,,,,,,,
2019-05-03,LKOH,futures,44200.0,,,,,,,,
2019-05-03,MGNT,futures,263254.0,,,,,,,,
2019-05-03,MXI,futures,49930.0,,,,,,,,
2019-05-03,ROSN,futures,24174.0,,,,,,,,
2019-05-03,SBRF,futures,745052.0,,,,,,,,
2019-05-03,VTBR,futures,264578.0,,,,,,,,
2019-05-06,ALRS,futures,9298.0,,,,,,,,
2019-05-06,GAZR,futures,308660.0,,,,,,,,
2019-05-06,LKOH,futures,45188.0,,,,,,,,
2019-05-06,MGNT,futures,258704.0,,,,,,,,
2019-05-06,MXI,futures,52200.0,,,,,,,,
2019-05-06,ROSN,futures,23922.0,,,,,,,,
2019-05-06,SBRF,futures,706792.0,,,,,,,,
2019-05-06,VTBR,futures,268354.0,,,,,,,,
2019-05-07,ALRS,futures,9432.0,,,,,,,,
2019-05-07,GAZR,futures,307682.0,,,,,,,,
2019-05-07,LKOH,futures,48396.0,,,,,,,,
2019-05-07,MGNT,futures,254466.0,,,,,,,,
2019-05-07,MXI,futures,60808.0,,,,,,,,
2019-05-07,ROSN,futures,24182.0,,,,,,,,
2019-05-07,SBRF,futures,718600.0,,,,,,,,
2019-05-07,VTBR,futures,269644.0,,,,,,,,
2019-05-08,ALRS,futures,9224.0,,,,,,,,
2019-05-08,GAZR,futures,295598.0,,,,,,,,
2019-05-08,LKOH,futures,50312.0,,,,,,,,
2019-05-08,MGNT,futures,253390.0,,,,,,,,
2019-05-08,MXI,futures,61576.0,,,,,,,,
2019-05-08,ROSN,futures,23534.0,,,,,,,,
2019-05-08,SBRF,futures,714644.0,,,,,,,,
2019-05-08,VTBR,futures,282502.0,,,,,,,,
2019-05-10,ALRS,futures,8952.0,,,,,,,,
2019-05-10,GAZR,futures,307782.0,,,,,,,,
2019-05-10,LKOH,futures,49184.0,,,,,,,,
2019-05-10,MGNT,futures,262958.0,,,,,,,,
2019-05-10,MXI,futures,59324.0,,,,,,,,
2019-05-10,ROSN,futures,24832.0,,,,,,,,
2019-05-10,SBRF,futures,765512.0,,,,,,,,
2019-05-10,VTBR,futures,302360.0,,,,,,,,
2019-05-13,ALRS,futures,9242.0,,,,,,,,
2019-05-13,GAZR,futures,306442.0,,,,,,,,
2019-05-13,LKOH,futures,48412.0,,,,,,,,
2019-05-13,MGNT,futures,261960.0,,,,,,,,
2019-05-13,MXI,futures,59234.0,,,,,,,,
2019-05-13,ROSN,futures,22656.0,,,,,,,,
2019-05-13,SBRF,futures,839296.0,,,,,,,,
2019-05-13,VTBR,futures,312160.0,,,,,,,,
2019-05-14,ALRS,futures,9360.0,,,,,,,,
2019-05-14,GAZR,futures,493154.0,,,,,,,,
2019-05-14,LKOH,futures,53070.0,,,,,,,,
2019-05-14,MGNT,futures,262780.0,,,,,,,,
2019-05-14,MXI,futures,59420.0,,,,,,,,
2019-05-14,ROSN,futures,21862.0,,,,,,,,
2019-05-14,SBRF,futures,817518.0,,,,,,,,
2019-05-14,VTBR,futures,312250.0,,,,,,,,
2019-05-15,ALRS,futures,9402.0,,,,,,,,
2019-05-15,GAZR,futures,547546.0,,,,,,,,
2019-05-15,LKOH,futures,54392.0,,,,,,,,
2019-05-15,MGNT,futures,263260.0,,,,,,,,
2019-05-15,MXI,futures,58434.0,,,,,,,,
2019-05-15,ROSN,futures,19580.0,,,,,,,,
2019-05-15,SBRF,futures,801384.0,,,,,,,,
2019-05-15,VTBR,futures,319434.0,,,,,,,,
2019-05-16,ALRS,futures,8840.0,,,,,,,,
2019-05-16,GAZR,futures,564004.0,,,,,,,,
2019-05-16,LKOH,futures,59356.0,,,,,,,,
2019-05-16,MGNT,futures,262946.0,,,,,,,,
2019-05-16,MXI,futures,60404.0,,,,,,,,
2019-05-16,ROSN,futures,19146.0,,,,,,,,
2019-05-16,SBRF,futures,809890.0,,,,,,,,
2019-05-16,VTBR,futures,316222.0,,,,,,,,
2019-05-17,ALRS,futures,8888.0,,,,,,,,
2019-05-17,GAZR,futures,548322.0,,,,,,,,
2019-05-17,LKOH,futures,56808.0,,,,,,,,
2019-05-17,MGNT,futures,259658.0,,,,,,,,
2019-05-17,MXI,futures,56996.0,,,,,,,,
2019-05-17,ROSN,futures,18636.0,,,,,,,,
2019-05-17,SBRF,futures,804224.0,,,,,,,,
2019-05-17,VTBR,futures,319964.0,,,,,,,,
2019-05-20,ALRS,futures,9302.0,,,,,,,,
2019-05-20,GAZR,futures,546832.0,,,,,,,,
2019-05-20,LKOH,futures,56590.0,,,,,,,,
2019-05-20,MGNT,futures,262136.0,,,,,,,,
2019-05-20,MXI,futures,58632.0,,,,,,,,
2019-05-20,ROSN,futures,18416.0,,,,,,,,
2019-05-20,SBRF,futures,823112.0,,,,,,,,
2019-05-20,VTBR,futures,321800.0,,,,,,,,
2019-05-21,ALRS,futures,10026.0,,,,,,,,
2019-05-21,GAZR,futures,576458.0,,,,,,,,
2019-05-21,LKOH,futures,54276.0,,,,,,,,
2019-05-21,MGNT,futures,263206.0,,,,,,,,
2019-05-21,MXI,futures,57286.0,,,,,,,,
2019-05-21,ROSN,futures,18260.0,,,,,,,,
2019-05-21,SBRF,futures,889310.0,,,,,,,,
2019-05-21,VTBR,futures,327320.0,,,,,,,,
2019-05-22,ALRS,futures,11614.0,,,,,,,,
2019-05-22,GAZR,futures,540842.0,,,,,,,,
2019-05-22,LKOH,futures,53200.0,,,,,,,,
2019-05-22,MGNT,futures,263712.0,,,,,,,,
2019-05-22,MXI,futures,58528.0,,,,,,,,
2019-05-22,ROSN,futures,18784.0,,,,,,,,
2019-05-22,SBRF,futures,873118.0,,,,,,,,
2019-05-22,VTBR,futures,323606.0,,,,,,,,
2019-05-23,ALRS,futures,12164.0,,,,,,,,
2019-05-23,GAZR,futures,513348.0,,,,,,,,
2019-05-23,LKOH,futures,52088.0,,,,,,,,
2019-05-23,MGNT,futures,268970.0,,,,,,,,
2019-05-23,MXI,futures,55008.0,,,,,,,,
2019-05-23,ROSN,futures,20074.0,,,,,,,,
2019-05-23,SBRF,futures,901826.0,,,,,,,,
2019-05-23,VTBR,futures,322448.0,,,,,,,,
2019-05-24,ALRS,futures,12056.0,,,,,,,,
2019-05-24,GAZR,futures,484734.0,,,,,,,,
2019-05-24,LKOH,futures,50390.0,,,,,,,,
2019-05-24,MGNT,futures,278982.0,,,,,,,,
2019-05-24,MXI,futures,54922.0,,,,,,,,
2019-05-24,ROSN,futures,19548.0,,,,,,,,
2019-05-24,SBRF,futures,879822.0,,,,,,,,
2019-05-24,VTBR,futures,380654.0,,,,,,,,
2019-05-27,ALRS,futures,12194.0,,,,,,,,
2019-05-27,GAZR,futures,478600.0,,,,,,,,
2019-05-27,LKOH,futures,50802.0,,,,,,,,
2019-05-27,MGNT,futures,280852.0,,,,,,,,
2019-05-27,MXI,futures,58818.0,,,,,,,,
2019-05-27,ROSN,futures,19414.0,,,,,,,,
2019-05-27,SBRF,futures,878582.0,,,,,,,,
2019-05-27,VTBR,futures,367278.0,,,,,,,,
2019-05-28,ALRS,futures,12354.0,,,,,,,,
2019-05-28,GAZR,futures,466192.0,,,,,,,,
2019-05-28,LKOH,futures,51626.0,,,,,,,,
2019-05-28,MGNT,futures,277794.0,,,,,,,,
2019-05-28,MXI,futures,57326.0,,,,,,,,
2019-05-28,ROSN,futures,20314.0,,,,,,,,
2019-05-28,SBRF,futures,907048.0,,,,,,,,
2019-05-28,VTBR,futures,359330.0,,,,,,,,
2019-05-29,ALRS,futures,12638.0,,,,,,,,
2019-05-29,GAZR,futures,477420.0,,,,,,,,
2019-05-29,LKOH,futures,50012.0,,,,,,,,
2019-05-29,MGNT,futures,275576.0,,,,,,,,
2019-05-29,MXI,futures,61604.0,,,,,,,,
2019-05-29,ROSN,futures,21248.0,,,,,,,,
2019-05-29,SBRF,futures,902702.0,,,,,,,,
2019-05-29,VTBR,futures,387280.0,,,,,,,,
2019-05-30,ALRS,futures,12988.0,,,,,,,,
2019-05-30,GAZR,futures,503858.0,,,,,,,,
2019-05-30,LKOH,futures,49922.0,,,,,,,,
2019-05-30,MGNT,futures,265856.0,,,,,,,,
2019-05-30,MXI,futures,60878.0,,,,,,,,
2019-05-30,ROSN,futures,20502.0,,,,,,,,
2019-05-30,SBRF,futures,916074.0,,,,,,,,
2019-05-30,VTBR,futures,385014.0,,,,,,,,
2019-05-31,ALRS,futures,11690.0,,,,,,,,
2019-05-31,GAZR,futures,494954.0,,,,,,,,
2019-05-31,LKOH,futures,48444.0,,,,,,,,
2019-05-31,MGNT,futures,255760.0,,,,,,,,
2019-05-31,MXI,futures,56770.0,,,,,,,,
2019-05-31,ROSN,futures,20138.0,,,,,,,,
2019-05-31,SBRF,futures,902358.0,,,,,,,,
2019-05-31,VTBR,futures,382452.0,,,,,,,,
2019-06-03,ALRS,futures,12760.0,,,,,,,,
2019-06-03,GAZR,futures,387200.0,,,,,,,,
2019-06-03,LKOH,futures,47076.0,,,,,,,,
2019-06-03,MGNT,futures,259906.0,,,,,,,,
2019-06-03,MXI,futures,61494.0,,,,,,,,
2019-06-03,ROSN,futures,19950.0,,,,,,,,
2019-06-03,SBRF,futures,951308.0,,,,,,,,
2019-06-03,VTBR,futures,362686.0,,,,,,,,
2019-06-04,ALRS,futures,12776.0,,,,,,,,
2019-06-04,GAZR,futures,329696.0,,,,,,,,
2019-06-04,LKOH,futures,45804.0,,,,,,,,
2019-06-04,MGNT,futures,259698.0,,,,,,,,
2019-06-04,MXI,futures,58696.0,,,,,,,,
2019-06-04,ROSN,futures,20250.0,,,,,,,,
2019-06-04,SBRF,futures,935402.0,,,,,,,,
2019-06-04,VTBR,futures,385616.0,,,,,,,,
2019-06-05,ALRS,futures,12818.0,,,,,,,,
2019-06-05,GAZR,futures,330476.0,,,,,,,,
2019-06-05,LKOH,futures,44050.0,,,,,,,,
2019-06-05,MGNT,futures,260818.0,,,,,,,,
2019-06-05,MXI,futures,60994.0,,,,,,,,
2019-06-05,ROSN,futures,20572.0,,,,,,,,
2019-06-05,SBRF,futures,942318.0,,,,,,,,
2019-06-05,VTBR,futures,369014.0,,,,,,,,
2019-06-06,ALRS,futures,12720.0,,,,,,,,
2019-06-06,GAZR,futures,326650.0,,,,,,,,
2019-06-06,LKOH,futures,44644.0,,,,,,,,
2019-06-06,MGNT,futures,261768.0,,,,,,,,
2019-06-06,MXI,futures,58068.0,,,,,,,,
2019-06-06,ROSN,futures,20610.0,,,,,,,,
2019-06-06,SBRF,futures,961922.0,,,,,,,,
2019-06-06,VTBR,futures,350100.0,,,,,,,,
2019-06-07,ALRS,futures,14862.0,,,,,,,,
2019-06-07,GAZR,futures,325814.0,,,,,,,,
2019-06-07,LKOH,futures,43408.0,,,,,,,,
2019-06-07,MGNT,futures,262558.0,,,,,,,,
2019-06-07,MXI,futures,56060.0,,,,,,,,
2019-06-07,ROSN,futures,21564.0,,,,,,,,
2019-06-07,SBRF,futures,984718.0,,,,,,,,
2019-06-07,VTBR,futures,344926.0,,,,,,,,
2019-06-10,ALRS,futures,14362.0,,,,,,,,
2019-06-10,GAZR,futures,330372.0,,,,,,,,
2019-06-10,LKOH,futures,42276.0,,,,,,,,
2019-06-10,MGNT,futures,265688.0,,,,,,,,
2019-06-10,MXI,futures,58472.0,,,,,,,,
2019-06-10,ROSN,futures,22178.0,,,,,,,,
2019-06-10,SBRF,futures,993426.0,,,,,,,,
2019-06-10,VTBR,futures,348702.0,,,,,,,,
2019-06-11,ALRS,futures,14136.0,,,,,,,,
2019-06-11,GAZR,futures,331192.0,,,,,,,,
2019-06-11,LKOH,futures,41474.0,,,,,,,,
2019-06-11,MGNT,futures,272632.0,,,,,,,,
2019-06-11,MXI,futures,57950.0,,,,,,,,
2019-06-11,ROSN,futures,21770.0,,,,,,,,
2019-06-11,SBRF,futures,948382.0,,,,,,,,
2019-06-11,VTBR,futures,339068.0,,,,,,,,
2019-06-13,ALRS,futures,15276.0,,,,,,,,
2019-06-13,GAZR,futures,334338.0,,,,,,,,
2019-06-13,LKOH,futures,42402.0,,,,,,,,
2019-06-13,MGNT,futures,263140.0,,,,,,,,
2019-06-13,MXI,futures,59052.0,,,,,,,,
2019-06-13,ROSN,futures,23988.0,,,,,,,,
2019-06-13,SBRF,futures,924352.0,,,,,,,,
2019-06-13,VTBR,futures,340626.0,,,,,,,,
2019-06-14,ALRS,futures,18370.0,,,,,,,,
2019-06-14,GAZR,futures,322704.0,,,,,,,,
2019-06-14,LKOH,futures,41072.0,,,,,,,,
2019-06-14,MGNT,futures,272418.0,,,,,,,,
2019-06-14,MXI,futures,60308.0,,,,,,,,
2019-06-14,ROSN,futures,26668.0,,,,,,,,
2019-06-14,SBRF,futures,831040.0,,,,,,,,
2019-06-14,VTBR,futures,336104.0,,,,,,,,
2019-06-17,ALRS,futures,21736.0,,,,,,,,
2019-06-17,GAZR,futures,325180.0,,,,,,,,
2019-06-17,LKOH,futures,41990.0,,,,,,,,
2019-06-17,MGNT,futures,279000.0,,,,,,,,
2019-06-17,MXI,futures,60042.0,,,,,,,,
2019-06-17,ROSN,futures,25924.0,,,,,,,,
2019-06-17,SBRF,futures,800478.0,,,,,,,,
2019-06-17,VTBR,futures,340202.0,,,,,,,,
2019-06-18,ALRS,futures,22302.0,,,,,,,,
2019-06-18,GAZR,futures,305358.0,,,,,,,,
2019-06-18,LKOH,futures,41110.0,,,,,,,,
2019-06-18,MGNT,futures,286256.0,,,,,,,,
2019-06-18,MXI,futures,60466.0,,,,,,,,
2019-06-18,ROSN,futures,23626.0,,,,,,,,
2019-06-18,SBRF,futures,793222.0,,,,,,,,
2019-06-18,VTBR,futures,334170.0,,,,,,,,
2019-06-19,ALRS,futures,25474.0,,,,,,,,
2019-06-19,GAZR,futures,324926.0,,,,,,,,
2019-06-19,LKOH,futures,49952.0,,,,,,,,
2019-06-19,MGNT,futures,301144.0,,,,,,,,
2019-06-19,MXI,futures,64738.0,,,,,,,,
2019-06-19,ROSN,futures,21100.0,,,,,,,,
2019-06-19,SBRF,futures,1032114.0,,,,,,,,
2019-06-19,VTBR,futures,334942.0,,,,,,,,
2019-06-20,ALRS,futures,24142.0,,,,,,,,
2019-06-20,GAZR,futures,313990.0,,,,,,,,
2019-06-20,LKOH,futures,41704.0,,,,,,,,
2019-06-20,MGNT,futures,313090.0,,,,,,,,
2019-06-20,MXI,futures,35738.0,,,,,,,,
2019-06-20,ROSN,futures,19262.0,,,,,,,,
2019-06-20,SBRF,futures,1074892.0,,,,,,,,
2019-06-20,VTBR,futures,375842.0,,,,,,,,
2019-06-21,ALRS,futures,12620.0,,,,,,,,
2019-06-21,GAZR,futures,301296.0,,,,,,,,
2019-06-21,LKOH,futures,35328.0,,,,,,,,
2019-06-21,MGNT,futures,133432.0,,,,,,,,
2019-06-21,MXI,futures,37494.0,,,,,,,,
2019-06-21,ROSN,futures,7594.0,,,,,,,,
2019-06-21,SBRF,futures,538918.0,,,,,,,,
2019-06-21,VTBR,futures,228556.0,,,,,,,,
2019-06-24,ALRS,futures,13346.0,,,,,,,,
2019-06-24,GAZR,futures,314872.0,,,,,,,,
2019-06-24,LKOH,futures,35072.0,,,,,,,,
2019-06-24,MGNT,futures,140924.0,,,,,,,,
2019-06-24,MXI,futures,38298.0,,,,,,,,
2019-06-24,ROSN,futures,8678.0,,,,,,,,
2019-06-24,SBRF,futures,539750.0,,,,,,,,
2019-06-24,VTBR,futures,248200.0,,,,,,,,
2019-06-25,ALRS,futures,13462.0,,,,,,,,
2019-06-25,GAZR,futures,313524.0,,,,,,,,
2019-06-25,LKOH,futures,35518.0,,,,,,,,
2019-06-25,MGNT,futures,149018.0,,,,,,,,
2019-06-25,MXI,futures,40390.0,,,,,,,,
2019-06-25,ROSN,futures,8664.0,,,,,,,,
2019-06-25,SBRF,futures,537722.0,,,,,,,,
2019-06-25,VTBR,futures,245854.0,,,,,,,,
2019-06-26,ALRS,futures,13674.0,,,,,,,,
2019-06-26,GAZR,futures,317384.0,,,,,,,,
2019-06-26,LKOH,futures,35982.0,,,,,,,,
2019-06-26,MGNT,futures,141250.0,,,,,,,,
2019-06-26,MXI,futures,42118.0,,,,,,,,
2019-06-26,ROSN,futures,8846.0,,,,,,,,
2019-06-26,SBRF,futures,599530.0,,,,,,,,
2019-06-26,VTBR,futures,258578.0,,,,,,,,
2019-06-27,ALRS,futures,14546.0,,,,,,,,
2019-06-27,GAZR,futures,326372.0,,,,,,,,
2019-06-27,LKOH,futures,38356.0,,,,,,,,
2019-06-27,MGNT,futures,136882.0,,,,,,,,
2019-06-27,MXI,futures,43218.0,,,,,,,,
2019-06-27,ROSN,futures,8672.0,,,,,,,,
2019-06-27,SBRF,futures,548404.0,,,,,,,,
2019-06-27,VTBR,futures,259572.0,,,,,,,,
2019-06-28,ALRS,futures,15790.0,,,,,,,,
2019-06-28,GAZR,futures,335204.0,,,,,,,,
2019-06-28,LKOH,futures,38096.0,,,,,,,,
2019-06-28,MGNT,futures,142710.0,,,,,,,,
2019-06-28,MXI,futures,43236.0,,,,,,,,
2019-06-28,ROSN,futures,9144.0,,,,,,,,
2019-06-28,SBRF,futures,543078.0,,,,,,,,
2019-06-28,VTBR,futures,271932.0,,,,,,,,
2019-07-01,ALRS,futures,17906.0,,,,,,,,
2019-07-01,GAZR,futures,402010.0,,,,,,,,
2019-07-01,LKOH,futures,34894.0,,,,,,,,
2019-07-01,MGNT,futures,144816.0,,,,,,,,
2019-07-01,MXI,futures,46318.0,,,,,,,,
2019-07-01,ROSN,futures,10616.0,,,,,,,,
2019-07-01,SBRF,futures,585882.0,,,,,,,,
2019-07-01,VTBR,futures,263206.0,,,,,,,,
2019-07-02,ALRS,futures,19506.0,,,,,,,,
2019-07-02,GAZR,futures,393000.0,,,,,,,,
2019-07-02,LKOH,futures,34312.0,,,,,,,,
2019-07-02,MGNT,futures,146984.0,,,,,,,,
2019-07-02,MXI,futures,44288.0,,,,,,,,
2019-07-02,ROSN,futures,10532.0,,,,,,,,
2019-07-02,SBRF,futures,537378.0,,,,,,,,
2019-07-02,VTBR,futures,259272.0,,,,,,,,
2019-07-03,ALRS,futures,21704.0,,,,,,,,
2019-07-03,GAZR,futures,406530.0,,,,,,,,
2019-07-03,LKOH,futures,35410.0,,,,,,,,
2019-07-03,MGNT,futures,147648.0,,,,,,,,
2019-07-03,MXI,futures,47088.0,,,,,,,,
