date,asset,type,total_oi,fiz_oi,yur_oi,fiz_share,yur_share,long_fiz,short_fiz,long_jur,short_jur
2019-07-03,ROSN,futures,11122.0,,,,,,,,
2019-07-03,SBRF,futures,542908.0,,,,,,,,
2019-07-03,VTBR,futures,260402.0,,,,,,,,
2019-07-04,ALRS,futures,23044.0,,,,,,,,
2019-07-04,GAZR,futures,408830.0,,,,,,,,
2019-07-04,LKOH,futures,37906.0,,,,,,,,
2019-07-04,MGNT,futures,143750.0,,,,,,,,
2019-07-04,MXI,futures,52870.0,,,,,,,,
2019-07-04,ROSN,futures,11650.0,,,,,,,,
2019-07-04,SBRF,futures,562904.0,,,,,,,,
2019-07-04,VTBR,futures,320904.0,,,,,,,,
2019-07-05,ALRS,futures,22188.0,,,,,,,,
2019-07-05,GAZR,futures,443978.0,,,,,,,,
2019-07-05,LKOH,futures,40148.0,,,,,,,,
2019-07-05,MGNT,futures,142010.0,,,,,,,,
2019-07-05,MXI,futures,50400.0,,,,,,,,
2019-07-05,ROSN,futures,10112.0,,,,,,,,
2019-07-05,SBRF,futures,542572.0,,,,,,,,
2019-07-05,VTBR,futures,327580.0,,,,,,,,
2019-07-08,ALRS,futures,22460.0,,,,,,,,
2019-07-08,GAZR,futures,436136.0,,,,,,,,
2019-07-08,LKOH,futures,43860.0,,,,,,,,
2019-07-08,MGNT,futures,144242.0,,,,,,,,
2019-07-08,MXI,futures,50430.0,,,,,,,,
2019-07-08,ROSN,futures,10272.0,,,,,,,,
2019-07-08,SBRF,futures,567134.0,,,,,,,,
2019-07-08,VTBR,futures,333464.0,,,,,,,,
2019-07-09,ALRS,futures,24502.0,,,,,,,,
2019-07-09,GAZR,futures,463028.0,,,,,,,,
2019-07-09,LKOH,futures,46050.0,,,,,,,,
2019-07-09,MGNT,futures,147724.0,,,,,,,,
2019-07-09,MXI,futures,53176.0,,,,,,,,
2019-07-09,ROSN,futures,10398.0,,,,,,,,
2019-07-09,SBRF,futures,548638.0,,,,,,,,
2019-07-09,VTBR,futures,345946.0,,,,,,,,
2019-07-10,ALRS,futures,27614.0,,,,,,,,
2019-07-10,GAZR,futures,470668.0,,,,,,,,
2019-07-10,LKOH,futures,45416.0,,,,,,,,
2019-07-10,MGNT,futures,167112.0,,,,,,,,
2019-07-10,MXI,futures,54038.0,,,,,,,,
2019-07-10,ROSN,futures,11002.0,,,,,,,,
2019-07-10,SBRF,futures,616246.0,,,,,,,,
2019-07-10,VTBR,futures,331028.0,,,,,,,,
2019-07-11,ALRS,futures,29016.0,,,,,,,,
2019-07-11,GAZR,futures,474588.0,,,,,,,,
2019-07-11,LKOH,futures,47850.0,,,,,,,,
2019-07-11,MGNT,futures,182716.0,,,,,,,,
2019-07-11,MXI,futures,52044.0,,,,,,,,
2019-07-11,ROSN,futures,10698.0,,,,,,,,
2019-07-11,SBRF,futures,571406.0,,,,,,,,
2019-07-11,VTBR,futures,320444.0,,,,,,,,
2019-07-12,ALRS,futures,30056.0,,,,,,,,
2019-07-12,GAZR,futures,487564.0,,,,,,,,
2019-07-12,LKOH,futures,55562.0,,,,,,,,
2019-07-12,MGNT,futures,205858.0,,,,,,,,
2019-07-12,MXI,futures,49462.0,,,,,,,,
2019-07-12,ROSN,futures,10560.0,,,,,,,,
2019-07-12,SBRF,futures,576134.0,,,,,,,,
2019-07-12,VTBR,futures,318522.0,,,,,,,,
2019-07-15,ALRS,futures,30348.0,,,,,,,,
2019-07-15,GAZR,futures,498134.0,,,,,,,,
2019-07-15,LKOH,futures,60280.0,,,,,,,,
2019-07-15,MGNT,futures,203704.0,,,,,,,,
2019-07-15,MXI,futures,47758.0,,,,,,,,
2019-07-15,ROSN,futures,10020.0,,,,,,,,
2019-07-15,SBRF,futures,572360.0,,,,,,,,
2019-07-15,VTBR,futures,307840.0,,,,,,,,
2019-07-16,ALRS,futures,30908.0,,,,,,,,
2019-07-16,GAZR,futures,514338.0,,,,,,,,
2019-07-16,LKOH,futures,63184.0,,,,,,,,
2019-07-16,MGNT,futures,199472.0,,,,,,,,
2019-07-16,MXI,futures,47230.0,,,,,,,,
2019-07-16,ROSN,futures,10048.0,,,,,,,,
2019-07-16,SBRF,futures,562226.0,,,,,,,,
2019-07-16,VTBR,futures,314298.0,,,,,,,,
2019-07-17,ALRS,futures,30942.0,,,,,,,,
2019-07-17,GAZR,futures,454234.0,,,,,,,,
2019-07-17,LKOH,futures,64120.0,,,,,,,,
2019-07-17,MGNT,futures,198430.0,,,,,,,,
2019-07-17,MXI,futures,46128.0,,,,,,,,
2019-07-17,ROSN,futures,10194.0,,,,,,,,
2019-07-17,SBRF,futures,543580.0,,,,,,,,
2019-07-17,VTBR,futures,304580.0,,,,,,,,
2019-07-18,ALRS,futures,30650.0,,,,,,,,
2019-07-18,GAZR,futures,394468.0,,,,,,,,
2019-07-18,LKOH,futures,66600.0,,,,,,,,
2019-07-18,MGNT,futures,201064.0,,,,,,,,
2019-07-18,MXI,futures,44910.0,,,,,,,,
2019-07-18,ROSN,futures,9830.0,,,,,,,,
2019-07-18,SBRF,futures,566410.0,,,,,,,,
2019-07-18,VTBR,futures,303520.0,,,,,,,,
2019-07-19,ALRS,futures,31148.0,,,,,,,,
2019-07-19,GAZR,futures,362718.0,,,,,,,,
2019-07-19,LKOH,futures,66810.0,,,,,,,,
2019-07-19,MGNT,futures,206750.0,,,,,,,,
2019-07-19,MXI,futures,46990.0,,,,,,,,
2019-07-19,ROSN,futures,9650.0,,,,,,,,
2019-07-19,SBRF,futures,557758.0,,,,,,,,
2019-07-19,VTBR,futures,316282.0,,,,,,,,
2019-07-22,ALRS,futures,33986.0,,,,,,,,
2019-07-22,GAZR,futures,322112.0,,,,,,,,
2019-07-22,LKOH,futures,67034.0,,,,,,,,
2019-07-22,MGNT,futures,220466.0,,,,,,,,
2019-07-22,MXI,futures,45274.0,,,,,,,,
2019-07-22,ROSN,futures,9742.0,,,,,,,,
2019-07-22,SBRF,futures,552156.0,,,,,,,,
2019-07-22,VTBR,futures,363738.0,,,,,,,,
2019-07-23,ALRS,futures,35742.0,,,,,,,,
2019-07-23,GAZR,futures,329396.0,,,,,,,,
2019-07-23,LKOH,futures,68816.0,,,,,,,,
2019-07-23,MGNT,futures,215790.0,,,,,,,,
2019-07-23,MXI,futures,44336.0,,,,,,,,
2019-07-23,ROSN,futures,11390.0,,,,,,,,
2019-07-23,SBRF,futures,560826.0,,,,,,,,
2019-07-23,VTBR,futures,378876.0,,,,,,,,
2019-07-24,ALRS,futures,33926.0,,,,,,,,
2019-07-24,GAZR,futures,373122.0,,,,,,,,
2019-07-24,LKOH,futures,71286.0,,,,,,,,
2019-07-24,MGNT,futures,222076.0,,,,,,,,
2019-07-24,MXI,futures,41816.0,,,,,,,,
2019-07-24,ROSN,futures,10702.0,,,,,,,,
2019-07-24,SBRF,futures,552346.0,,,,,,,,
2019-07-24,VTBR,futures,368212.0,,,,,,,,
2019-07-25,ALRS,futures,32860.0,,,,,,,,
2019-07-25,GAZR,futures,384914.0,,,,,,,,
2019-07-25,LKOH,futures,73064.0,,,,,,,,
2019-07-25,MGNT,futures,220066.0,,,,,,,,
2019-07-25,MXI,futures,44520.0,,,,,,,,
2019-07-25,ROSN,futures,10808.0,,,,,,,,
2019-07-25,SBRF,futures,567772.0,,,,,,,,
2019-07-25,VTBR,futures,367082.0,,,,,,,,
2019-07-26,ALRS,futures,30738.0,,,,,,,,
2019-07-26,GAZR,futures,460340.0,,,,,,,,
2019-07-26,LKOH,futures,78028.0,,,,,,,,
2019-07-26,MGNT,futures,222966.0,,,,,,,,
2019-07-26,MXI,futures,44422.0,,,,,,,,
2019-07-26,ROSN,futures,10380.0,,,,,,,,
2019-07-26,SBRF,futures,561848.0,,,,,,,,
2019-07-26,VTBR,futures,367982.0,,,,,,,,
2019-07-29,ALRS,futures,30564.0,,,,,,,,
2019-07-29,GAZR,futures,442186.0,,,,,,,,
2019-07-29,LKOH,futures,79706.0,,,,,,,,
2019-07-29,MGNT,futures,223102.0,,,,,,,,
2019-07-29,MXI,futures,44960.0,,,,,,,,
2019-07-29,ROSN,futures,9932.0,,,,,,,,
2019-07-29,SBRF,futures,573864.0,,,,,,,,
2019-07-29,VTBR,futures,368918.0,,,,,,,,
2019-07-30,ALRS,futures,30536.0,,,,,,,,
2019-07-30,GAZR,futures,414350.0,,,,,,,,
2019-07-30,LKOH,futures,83942.0,,,,,,,,
2019-07-30,MGNT,futures,226948.0,,,,,,,,
2019-07-30,MXI,futures,43688.0,,,,,,,,
2019-07-30,ROSN,futures,9964.0,,,,,,,,
2019-07-30,SBRF,futures,599976.0,,,,,,,,
2019-07-30,VTBR,futures,370792.0,,,,,,,,
2019-07-31,ALRS,futures,30628.0,,,,,,,,
2019-07-31,GAZR,futures,373076.0,,,,,,,,
2019-07-31,LKOH,futures,88094.0,,,,,,,,
2019-07-31,MGNT,futures,219200.0,,,,,,,,
2019-07-31,MXI,futures,45550.0,,,,,,,,
2019-07-31,ROSN,futures,9884.0,,,,,,,,
2019-07-31,SBRF,futures,572318.0,,,,,,,,
2019-07-31,VTBR,futures,378780.0,,,,,,,,
2019-08-01,ALRS,futures,30546.0,,,,,,,,
2019-08-01,GAZR,futures,355564.0,,,,,,,,
2019-08-01,LKOH,futures,88556.0,,,,,,,,
2019-08-01,MGNT,futures,218880.0,,,,,,,,
2019-08-01,MXI,futures,48686.0,,,,,,,,
2019-08-01,ROSN,futures,9874.0,,,,,,,,
2019-08-01,SBRF,futures,630074.0,,,,,,,,
2019-08-01,VTBR,futures,376484.0,,,,,,,,
2019-08-02,ALRS,futures,28958.0,,,,,,,,
2019-08-02,GAZR,futures,331416.0,,,,,,,,
2019-08-02,LKOH,futures,87844.0,,,,,,,,
2019-08-02,MGNT,futures,246638.0,,,,,,,,
2019-08-02,MXI,futures,56110.0,,,,,,,,
2019-08-02,ROSN,futures,10408.0,,,,,,,,
2019-08-02,SBRF,futures,652324.0,,,,,,,,
2019-08-02,VTBR,futures,379872.0,,,,,,,,
2019-08-05,ALRS,futures,30892.0,,,,,,,,
2019-08-05,GAZR,futures,318694.0,,,,,,,,
2019-08-05,LKOH,futures,89200.0,,,,,,,,
2019-08-05,MGNT,futures,269824.0,,,,,,,,
2019-08-05,MXI,futures,50304.0,,,,,,,,
2019-08-05,ROSN,futures,10736.0,,,,,,,,
2019-08-05,SBRF,futures,661388.0,,,,,,,,
2019-08-05,VTBR,futures,411294.0,,,,,,,,
2019-08-06,ALRS,futures,30990.0,,,,,,,,
2019-08-06,GAZR,futures,322852.0,,,,,,,,
2019-08-06,LKOH,futures,91698.0,,,,,,,,
2019-08-06,MGNT,futures,272190.0,,,,,,,,
2019-08-06,MXI,futures,55156.0,,,,,,,,
2019-08-06,ROSN,futures,11034.0,,,,,,,,
2019-08-06,SBRF,futures,674124.0,,,,,,,,
2019-08-06,VTBR,futures,408396.0,,,,,,,,
2019-08-07,ALRS,futures,30864.0,,,,,,,,
2019-08-07,GAZR,futures,321390.0,,,,,,,,
2019-08-07,LKOH,futures,90460.0,,,,,,,,
2019-08-07,MGNT,futures,249994.0,,,,,,,,
2019-08-07,MXI,futures,56648.0,,,,,,,,
2019-08-07,ROSN,futures,11880.0,,,,,,,,
2019-08-07,SBRF,futures,641902.0,,,,,,,,
2019-08-07,VTBR,futures,413148.0,,,,,,,,
2019-08-08,ALRS,futures,31872.0,,,,,,,,
2019-08-08,GAZR,futures,320672.0,,,,,,,,
2019-08-08,LKOH,futures,79954.0,,,,,,,,
2019-08-08,MGNT,futures,247556.0,,,,,,,,
2019-08-08,MXI,futures,60268.0,,,,,,,,
2019-08-08,ROSN,futures,12124.0,,,,,,,,
2019-08-08,SBRF,futures,634252.0,,,,,,,,
2019-08-08,VTBR,futures,399896.0,,,,,,,,
2019-08-09,ALRS,futures,33668.0,,,,,,,,
2019-08-09,GAZR,futures,314718.0,,,,,,,,
2019-08-09,LKOH,futures,86596.0,,,,,,,,
2019-08-09,MGNT,futures,250706.0,,,,,,,,
2019-08-09,MXI,futures,61086.0,,,,,,,,
2019-08-09,ROSN,futures,12102.0,,,,,,,,
2019-08-09,SBRF,futures,659530.0,,,,,,,,
2019-08-09,VTBR,futures,400586.0,,,,,,,,
2019-08-12,ALRS,futures,33908.0,,,,,,,,
2019-08-12,GAZR,futures,309304.0,,,,,,,,
2019-08-12,LKOH,futures,86730.0,,,,,,,,
2019-08-12,MGNT,futures,250826.0,,,,,,,,
2019-08-12,MXI,futures,63330.0,,,,,,,,
2019-08-12,ROSN,futures,12346.0,,,,,,,,
2019-08-12,SBRF,futures,660846.0,,,,,,,,
2019-08-12,VTBR,futures,391208.0,,,,,,,,
2019-08-13,ALRS,futures,40594.0,,,,,,,,
2019-08-13,GAZR,futures,309944.0,,,,,,,,
2019-08-13,LKOH,futures,86718.0,,,,,,,,
2019-08-13,MGNT,futures,250528.0,,,,,,,,
2019-08-13,MXI,futures,62096.0,,,,,,,,
2019-08-13,ROSN,futures,12374.0,,,,,,,,
2019-08-13,SBRF,futures,698368.0,,,,,,,,
2019-08-13,VTBR,futures,390038.0,,,,,,,,
2019-08-14,ALRS,futures,50578.0,,,,,,,,
2019-08-14,GAZR,futures,312626.0,,,,,,,,
2019-08-14,LKOH,futures,85756.0,,,,,,,,
2019-08-14,MGNT,futures,247422.0,,,,,,,,
2019-08-14,MXI,futures,56520.0,,,,,,,,
2019-08-14,ROSN,futures,12304.0,,,,,,,,
2019-08-14,SBRF,futures,704230.0,,,,,,,,
2019-08-14,VTBR,futures,388864.0,,,,,,,,
2019-08-15,ALRS,futures,48182.0,,,,,,,,
2019-08-15,GAZR,futures,301862.0,,,,,,,,
2019-08-15,LKOH,futures,86926.0,,,,,,,,
2019-08-15,MGNT,futures,251132.0,,,,,,,,
2019-08-15,MXI,futures,55930.0,,,,,,,,
2019-08-15,ROSN,futures,12518.0,,,,,,,,
2019-08-15,SBRF,futures,709966.0,,,,,,,,
2019-08-15,VTBR,futures,388738.0,,,,,,,,
2019-08-16,ALRS,futures,47774.0,,,,,,,,
2019-08-16,GAZR,futures,305404.0,,,,,,,,
2019-08-16,LKOH,futures,86902.0,,,,,,,,
2019-08-16,MGNT,futures,243290.0,,,,,,,,
2019-08-16,MXI,futures,53904.0,,,,,,,,
2019-08-16,ROSN,futures,12078.0,,,,,,,,
2019-08-16,SBRF,futures,698902.0,,,,,,,,
2019-08-16,VTBR,futures,401028.0,,,,,,,,
2019-08-19,ALRS,futures,46928.0,,,,,,,,
2019-08-19,GAZR,futures,312468.0,,,,,,,,
2019-08-19,LKOH,futures,87798.0,,,,,,,,
2019-08-19,MGNT,futures,241774.0,,,,,,,,
2019-08-19,MXI,futures,57752.0,,,,,,,,
2019-08-19,ROSN,futures,12140.0,,,,,,,,
2019-08-19,SBRF,futures,697022.0,,,,,,,,
2019-08-19,VTBR,futures,405540.0,,,,,,,,
2019-08-20,ALRS,futures,48434.0,,,,,,,,
2019-08-20,GAZR,futures,347516.0,,,,,,,,
2019-08-20,LKOH,futures,87634.0,,,,,,,,
2019-08-20,MGNT,futures,243176.0,,,,,,,,
2019-08-20,MXI,futures,59180.0,,,,,,,,
2019-08-20,ROSN,futures,14238.0,,,,,,,,
2019-08-20,SBRF,futures,705268.0,,,,,,,,
2019-08-20,VTBR,futures,439744.0,,,,,,,,
2019-08-21,ALRS,futures,47838.0,,,,,,,,
2019-08-21,GAZR,futures,342306.0,,,,,,,,
2019-08-21,LKOH,futures,74334.0,,,,,,,,
2019-08-21,MGNT,futures,244740.0,,,,,,,,
2019-08-21,MXI,futures,58028.0,,,,,,,,
2019-08-21,ROSN,futures,14262.0,,,,,,,,
2019-08-21,SBRF,futures,731550.0,,,,,,,,
2019-08-21,VTBR,futures,443564.0,,,,,,,,
2019-08-22,ALRS,futures,47756.0,,,,,,,,
2019-08-22,GAZR,futures,341178.0,,,,,,,,
2019-08-22,LKOH,futures,72886.0,,,,,,,,
2019-08-22,MGNT,futures,249500.0,,,,,,,,
2019-08-22,MXI,futures,57278.0,,,,,,,,
2019-08-22,ROSN,futures,14502.0,,,,,,,,
2019-08-22,SBRF,futures,717194.0,,,,,,,,
2019-08-22,VTBR,futures,449736.0,,,,,,,,
2019-08-23,ALRS,futures,46778.0,,,,,,,,
2019-08-23,GAZR,futures,325062.0,,,,,,,,
2019-08-23,LKOH,futures,70852.0,,,,,,,,
2019-08-23,MGNT,futures,246522.0,,,,,,,,
2019-08-23,MXI,futures,58300.0,,,,,,,,
2019-08-23,ROSN,futures,14264.0,,,,,,,,
2019-08-23,SBRF,futures,700506.0,,,,,,,,
2019-08-23,VTBR,futures,442422.0,,,,,,,,
2019-08-26,ALRS,futures,46530.0,,,,,,,,
2019-08-26,GAZR,futures,329792.0,,,,,,,,
2019-08-26,LKOH,futures,67438.0,,,,,,,,
2019-08-26,MGNT,futures,249286.0,,,,,,,,
2019-08-26,MXI,futures,58156.0,,,,,,,,
2019-08-26,ROSN,futures,14270.0,,,,,,,,
2019-08-26,SBRF,futures,675810.0,,,,,,,,
2019-08-26,VTBR,futures,438990.0,,,,,,,,
2019-08-27,ALRS,futures,46974.0,,,,,,,,
2019-08-27,GAZR,futures,331656.0,,,,,,,,
2019-08-27,LKOH,futures,63024.0,,,,,,,,
2019-08-27,MGNT,futures,248468.0,,,,,,,,
2019-08-27,MXI,futures,58546.0,,,,,,,,
2019-08-27,ROSN,futures,14746.0,,,,,,,,
2019-08-27,SBRF,futures,685108.0,,,,,,,,
2019-08-27,VTBR,futures,448804.0,,,,,,,,
2019-08-28,ALRS,futures,46576.0,,,,,,,,
2019-08-28,GAZR,futures,328618.0,,,,,,,,
2019-08-28,LKOH,futures,60618.0,,,,,,,,
2019-08-28,MGNT,futures,253858.0,,,,,,,,
2019-08-28,MXI,futures,61424.0,,,,,,,,
2019-08-28,ROSN,futures,15392.0,,,,,,,,
2019-08-28,SBRF,futures,684854.0,,,,,,,,
2019-08-28,VTBR,futures,452008.0,,,,,,,,
2019-08-29,ALRS,futures,45756.0,,,,,,,,
2019-08-29,GAZR,futures,359478.0,,,,,,,,
2019-08-29,LKOH,futures,58920.0,,,,,,,,
2019-08-29,MGNT,futures,251352.0,,,,,,,,
2019-08-29,MXI,futures,61472.0,,,,,,,,
2019-08-29,ROSN,futures,15418.0,,,,,,,,
2019-08-29,SBRF,futures,714356.0,,,,,,,,
2019-08-29,VTBR,futures,448756.0,,,,,,,,
2019-08-30,ALRS,futures,43280.0,,,,,,,,
2019-08-30,GAZR,futures,341748.0,,,,,,,,
2019-08-30,LKOH,futures,58272.0,,,,,,,,
2019-08-30,MGNT,futures,243038.0,,,,,,,,
2019-08-30,MXI,futures,63464.0,,,,,,,,
2019-08-30,ROSN,futures,14562.0,,,,,,,,
2019-08-30,SBRF,futures,706652.0,,,,,,,,
2019-08-30,VTBR,futures,452964.0,,,,,,,,
2019-09-02,ALRS,futures,41268.0,,,,,,,,
2019-09-02,GAZR,futures,333964.0,,,,,,,,
2019-09-02,LKOH,futures,56114.0,,,,,,,,
2019-09-02,MGNT,futures,244036.0,,,,,,,,
2019-09-02,MXI,futures,64608.0,,,,,,,,
2019-09-02,ROSN,futures,14338.0,,,,,,,,
2019-09-02,SBRF,futures,709166.0,,,,,,,,
2019-09-02,VTBR,futures,448684.0,,,,,,,,
2019-09-03,ALRS,futures,39700.0,,,,,,,,
2019-09-03,GAZR,futures,331336.0,,,,,,,,
2019-09-03,LKOH,futures,52652.0,,,,,,,,
2019-09-03,MGNT,futures,243842.0,,,,,,,,
2019-09-03,MXI,futures,65752.0,,,,,,,,
2019-09-03,ROSN,futures,14004.0,,,,,,,,
2019-09-03,SBRF,futures,666644.0,,,,,,,,
2019-09-03,VTBR,futures,451914.0,,,,,,,,
2019-09-04,ALRS,futures,39402.0,,,,,,,,
2019-09-04,GAZR,futures,338068.0,,,,,,,,
2019-09-04,LKOH,futures,50004.0,,,,,,,,
2019-09-04,MGNT,futures,251838.0,,,,,,,,
2019-09-04,MXI,futures,65304.0,,,,,,,,
2019-09-04,ROSN,futures,13976.0,,,,,,,,
2019-09-04,SBRF,futures,690514.0,,,,,,,,
2019-09-04,VTBR,futures,519906.0,,,,,,,,
2019-09-05,ALRS,futures,39614.0,,,,,,,,
2019-09-05,GAZR,futures,337468.0,,,,,,,,
2019-09-05,LKOH,futures,48448.0,,,,,,,,
2019-09-05,MGNT,futures,260278.0,,,,,,,,
2019-09-05,MXI,futures,62630.0,,,,,,,,
2019-09-05,ROSN,futures,13086.0,,,,,,,,
2019-09-05,SBRF,futures,694772.0,,,,,,,,
2019-09-05,VTBR,futures,548168.0,,,,,,,,
2019-09-06,ALRS,futures,42062.0,,,,,,,,
2019-09-06,GAZR,futures,332116.0,,,,,,,,
2019-09-06,LKOH,futures,47878.0,,,,,,,,
2019-09-06,MGNT,futures,271170.0,,,,,,,,
2019-09-06,MXI,futures,62104.0,,,,,,,,
2019-09-06,ROSN,futures,13010.0,,,,,,,,
2019-09-06,SBRF,futures,664068.0,,,,,,,,
2019-09-06,VTBR,futures,554514.0,,,,,,,,
2019-09-09,ALRS,futures,43612.0,,,,,,,,
2019-09-09,GAZR,futures,333734.0,,,,,,,,
2019-09-09,LKOH,futures,47818.0,,,,,,,,
2019-09-09,MGNT,futures,278220.0,,,,,,,,
2019-09-09,MXI,futures,53704.0,,,,,,,,
2019-09-09,ROSN,futures,13086.0,,,,,,,,
2019-09-09,SBRF,futures,656018.0,,,,,,,,
2019-09-09,VTBR,futures,554606.0,,,,,,,,
2019-09-10,ALRS,futures,43570.0,,,,,,,,
2019-09-10,GAZR,futures,332860.0,,,,,,,,
2019-09-10,LKOH,futures,47314.0,,,,,,,,
2019-09-10,MGNT,futures,294206.0,,,,,,,,
2019-09-10,MXI,futures,53774.0,,,,,,,,
2019-09-10,ROSN,futures,12432.0,,,,,,,,
2019-09-10,SBRF,futures,739384.0,,,,,,,,
2019-09-10,VTBR,futures,554584.0,,,,,,,,
2019-09-11,ALRS,futures,43500.0,,,,,,,,
2019-09-11,GAZR,futures,323766.0,,,,,,,,
2019-09-11,LKOH,futures,49870.0,,,,,,,,
2019-09-11,MGNT,futures,308456.0,,,,,,,,
2019-09-11,MXI,futures,55428.0,,,,,,,,
2019-09-11,ROSN,futures,12192.0,,,,,,,,
2019-09-11,SBRF,futures,725620.0,,,,,,,,
2019-09-11,VTBR,futures,534708.0,,,,,,,,
2019-09-12,ALRS,futures,40802.0,,,,,,,,
2019-09-12,GAZR,futures,323854.0,,,,,,,,
2019-09-12,LKOH,futures,49516.0,,,,,,,,
2019-09-12,MGNT,futures,303184.0,,,,,,,,
2019-09-12,MXI,futures,48394.0,,,,,,,,
2019-09-12,ROSN,futures,13758.0,,,,,,,,
2019-09-12,SBRF,futures,695066.0,,,,,,,,
2019-09-12,VTBR,futures,522118.0,,,,,,,,
2019-09-13,ALRS,futures,40612.0,,,,,,,,
2019-09-13,GAZR,futures,327498.0,,,,,,,,
2019-09-13,LKOH,futures,48050.0,,,,,,,,
2019-09-13,MGNT,futures,300542.0,,,,,,,,
2019-09-13,MXI,futures,44402.0,,,,,,,,
2019-09-13,ROSN,futures,13624.0,,,,,,,,
2019-09-13,SBRF,futures,683212.0,,,,,,,,
2019-09-13,VTBR,futures,526038.0,,,,,,,,
2019-09-16,ALRS,futures,38996.0,,,,,,,,
2019-09-16,GAZR,futures,310896.0,,,,,,,,
2019-09-16,LKOH,futures,45506.0,,,,,,,,
2019-09-16,MGNT,futures,306800.0,,,,,,,,
2019-09-16,MXI,futures,44676.0,,,,,,,,
2019-09-16,ROSN,futures,14138.0,,,,,,,,
2019-09-16,SBRF,futures,692340.0,,,,,,,,
2019-09-16,VTBR,futures,520312.0,,,,,,,,
2019-09-17,ALRS,futures,39048.0,,,,,,,,
2019-09-17,GAZR,futures,301824.0,,,,,,,,
2019-09-17,LKOH,futures,38854.0,,,,,,,,
2019-09-17,MGNT,futures,294080.0,,,,,,,,
2019-09-17,MXI,futures,43818.0,,,,,,,,
2019-09-17,ROSN,futures,12998.0,,,,,,,,
2019-09-17,SBRF,futures,686742.0,,,,,,,,
2019-09-17,VTBR,futures,537056.0,,,,,,,,
2019-09-18,ALRS,futures,40030.0,,,,,,,,
2019-09-18,GAZR,futures,297246.0,,,,,,,,
2019-09-18,LKOH,futures,33076.0,,,,,,,,
2019-09-18,MGNT,futures,305840.0,,,,,,,,
2019-09-18,MXI,futures,47988.0,,,,,,,,
2019-09-18,ROSN,futures,13178.0,,,,,,,,
2019-09-18,SBRF,futures,745210.0,,,,,,,,
2019-09-18,VTBR,futures,537294.0,,,,,,,,
2019-09-19,ALRS,futures,44618.0,,,,,,,,
2019-09-19,GAZR,futures,309944.0,,,,,,,,
2019-09-19,LKOH,futures,25782.0,,,,,,,,
2019-09-19,MGNT,futures,354424.0,,,,,,,,
2019-09-19,MXI,futures,29038.0,,,,,,,,
2019-09-19,ROSN,futures,13834.0,,,,,,,,
2019-09-19,SBRF,futures,750912.0,,,,,,,,
2019-09-19,VTBR,futures,513308.0,,,,,,,,
2019-09-20,ALRS,futures,27812.0,,,,,,,,
2019-09-20,GAZR,futures,201282.0,,,,,,,,
2019-09-20,MGNT,futures,210012.0,,,,,,,,
2019-09-20,MXI,futures,29098.0,,,,,,,,
2019-09-20,ROSN,futures,6900.0,,,,,,,,
2019-09-20,SBRF,futures,588990.0,,,,,,,,
2019-09-20,VTBR,futures,308954.0,,,,,,,,
2019-09-23,ALRS,futures,30700.0,,,,,,,,
2019-09-23,GAZR,futures,205530.0,,,,,,,,
2019-09-23,MGNT,futures,217432.0,,,,,,,,
2019-09-23,MXI,futures,29758.0,,,,,,,,
2019-09-23,ROSN,futures,7142.0,,,,,,,,
2019-09-23,SBRF,futures,605586.0,,,,,,,,
2019-09-23,VTBR,futures,316296.0,,,,,,,,
2019-09-24,ALRS,futures,31750.0,,,,,,,,
2019-09-24,GAZR,futures,217614.0,,,,,,,,
2019-09-24,MGNT,futures,215232.0,,,,,,,,
2019-09-24,MXI,futures,30012.0,,,,,,,,
2019-09-24,ROSN,futures,7034.0,,,,,,,,
2019-09-24,SBRF,futures,620560.0,,,,,,,,
2019-09-24,VTBR,futures,363328.0,,,,,,,,
2019-09-25,ALRS,futures,35892.0,,,,,,,,
2019-09-25,GAZR,futures,231364.0,,,,,,,,
2019-09-25,MGNT,futures,216768.0,,,,,,,,
2019-09-25,MXI,futures,28876.0,,,,,,,,
2019-09-25,ROSN,futures,7002.0,,,,,,,,
2019-09-25,SBRF,futures,616994.0,,,,,,,,
2019-09-25,VTBR,futures,343900.0,,,,,,,,
2019-09-26,ALRS,futures,37880.0,,,,,,,,
2019-09-26,GAZR,futures,238004.0,,,,,,,,
2019-09-26,MGNT,futures,205524.0,,,,,,,,
2019-09-26,MXI,futures,32716.0,,,,,,,,
2019-09-26,ROSN,futures,6974.0,,,,,,,,
2019-09-26,SBRF,futures,594668.0,,,,,,,,
2019-09-26,VTBR,futures,347832.0,,,,,,,,
2019-09-27,ALRS,futures,37966.0,,,,,,,,
2019-09-27,GAZR,futures,234354.0,,,,,,,,
2019-09-27,MGNT,futures,205566.0,,,,,,,,
2019-09-27,MXI,futures,30764.0,,,,,,,,
2019-09-27,ROSN,futures,7488.0,,,,,,,,
2019-09-27,SBRF,futures,594604.0,,,,,,,,
2019-09-27,VTBR,futures,347780.0,,,,,,,,
2019-09-30,ALRS,futures,37186.0,,,,,,,,
2019-09-30,GAZR,futures,249060.0,,,,,,,,
2019-09-30,MGNT,futures,206408.0,,,,,,,,
2019-09-30,MXI,futures,32340.0,,,,,,,,
2019-09-30,ROSN,futures,7430.0,,,,,,,,
2019-09-30,SBRF,futures,596738.0,,,,,,,,
2019-09-30,VTBR,futures,359004.0,,,,,,,,
