Дата,Физические лица | Длинные позиции | (позиции покупателя),Короткие позиции | (позиции продавца),"Количество лиц, имеющих открытые длинные позиции","Количество лиц, имеющих открытые короткие позиции",Юридические лица | Длинные позиции | (позиции покупателя),Короткие позиции | (позиции продавца),"Количество лиц, имеющих открытые длинные позиции","Количество лиц, имеющих открытые короткие позиции",Совокупный объем открытых позиций,ОИ физиков,IMOEX | Close,Lons/Short физ.,Lons/Short юр.,% Long у физ.от общ.Long,% Short у физ.от общ.Sort
2022-01-12,5926,7109,661,667,8265,7082,23,18,28382,13035,3797.31,0.8335912223941483,1.1670432081332958,41.75886125008809,50.095130716651404
2022-01-13,6830,6643,772,600,6554,6741,23,16,26768,13473,3814.98,1.0281499322595213,0.9722593087079069,51.03108188882247,49.63389121338912
2022-01-14,7347,6262,817,549,5872,6957,23,15,26438,13609,3703.9,1.1732673267326732,0.8440419721144171,55.5790907027763,47.371208109539296
2022-01-17,8044,5857,898,509,6818,9005,23,19,29724,13901,3632.99,1.373399351203688,0.7571349250416435,54.124613107253396,39.4092315973624
2022-01-18,8566,6247,943,498,7100,9419,25,17,31332,14813,3527.49,1.3712181847286697,0.7537955196942351,54.67892250734073,39.876164943189075
2022-01-19,6586,5955,828,552,7489,8120,29,14,28150,12541,3289.63,1.1059613769941226,0.9222906403940887,46.792184724689164,42.30905861456483
2022-01-20,6590,5518,1209,579,7649,8721,31,17,28478,12108,3518.43,1.1942732874229793,0.8770783167067997,46.28133998174029,38.75272139897465
2022-01-21,6653,5903,1292,564,7296,8046,32,17,27898,12556,3420.19,1.127054040318482,0.906785980611484,47.69517528138218,42.31844576672163
2022-01-24,6874,5940,896,549,6798,7732,25,17,27344,12814,3426.47,1.1572390572390572,0.8792033109156752,50.277940315974256,43.44645991808075
2022-01-25,7202,6382,868,564,6902,7722,27,17,28208,13584,3317.4,1.128486367909746,0.8938098938098938,51.06352807714124,45.24957458876914
2022-01-26,6522,6652,848,599,7781,7651,25,16,28606,13174,3341.38,0.9804570054119062,1.0169912429747745,45.5988254212403,46.50772565196113
2022-01-27,5581,5456,734,589,8325,8450,28,16,27812,11037,3297.14,1.0229105571847508,0.985207100591716,40.13375521357687,39.23486264921617
2022-01-28,5364,5145,734,437,6910,7129,26,15,24548,10509,3508.72,1.0425655976676385,0.9692804039837284,43.70213459344957,41.91787518331432
2022-01-31,4974,5155,783,374,6548,6367,24,15,23044,10129,3523.83,0.9648884578079534,1.0284278310036123,43.169588613088,44.74049644159
2022-02-01,4927,5260,693,407,6565,6232,23,16,22984,10187,3564.58,0.9366920152091255,1.0534338896020539,42.873303167420815,45.770971110337626
2022-02-02,4941,4668,712,387,6036,6309,24,14,21954,9609,3575.16,1.0584832904884318,0.9567284831193533,45.01229844219733,42.525280131183386
2022-02-03,5083,4177,699,368,5399,6305,23,16,20964,9260,3499.1,1.2169020828345702,0.856304520222046,48.492654073650066,39.84926540736501
2022-02-04,5277,4476,713,405,5270,6071,23,18,21094,9753,3499.39,1.1789544235924934,0.8680612749135234,50.03318479188395,42.4386081350147
2022-02-07,5873,4478,786,361,5218,6613,22,19,22182,10351,3511.26,1.311523001339884,0.7890518675336459,52.952844648814356,40.37507889279596
2022-02-08,6118,4798,712,431,5544,6864,25,17,23324,10916,3497.22,1.2751146310962902,0.8076923076923077,52.460984393757506,41.142171154175955
2022-02-09,6032,5400,715,449,6099,6731,30,14,24262,11432,3593.19,1.117037037037037,0.9061060763630961,49.72384799274586,44.51405490066771
2022-02-10,6180,5482,672,508,6456,7154,24,16,25272,11662,3628.42,1.1273257935060197,0.902432205759016,48.907882241215574,43.383982272871165
2022-02-11,4790,4412,640,423,5888,6266,21,17,21356,9202,3579.46,1.085675430643699,0.939674433450367,44.85858775051508,41.31859898857464
2022-02-14,5362,4488,641,383,6143,7017,22,14,23010,9850,3441.63,1.1947415329768272,0.8754453470143936,46.6058235549761,39.009126466753585
2022-02-15,5409,3734,659,379,6074,7749,21,16,22966,9143,3531.89,1.448580610605249,0.7838430765260034,47.10441522250283,32.51763476443438
2022-02-16,5379,3681,659,384,5434,7132,21,14,21626,9060,3682.8,1.4612876935615322,0.7619181155356142,49.745676500508644,34.042356422824376
2022-02-17,5927,3774,676,357,5842,7995,25,14,23538,9701,3588.63,1.5704822469528352,0.7307066916823014,50.361118191859966,32.067295437165434
2022-02-18,5984,3997,686,380,5429,7416,22,15,22826,9981,3547.12,1.4971228421315987,0.7320658036677454,52.431437834048886,35.02146674844476
2022-02-21,7203,3256,776,318,5229,9176,20,17,24864,10459,3459.05,2.2122235872235874,0.5698561464690497,57.939189189189186,26.190476190476193
2022-02-22,6963,2976,696,303,6216,10203,22,15,26358,9939,2909.55,2.339717741935484,0.6092325786533372,52.83405417709993,22.581379467334393
2022-02-24,7721,2367,564,195,8954,14308,21,14,33350,10088,2736.65,3.2619349387410224,0.6258037461559967,46.30284857571215,14.194902548725638
2022-02-25,5498,2244,455,197,7811,11065,15,11,26618,7742,2261.33,2.450089126559715,0.7059195661997288,41.310391464422565,16.860770906905103
2022-02-28,5391,2173,459,165,7760,10978,14,11,26302,7564,2261.33,2.480901978831109,0.7068682820185826,40.99308037411603,16.523458292145087
2022-03-01,5391,2173,459,165,7760,10978,14,11,26302,7564,2261.33,2.480901978831109,0.7068682820185826,40.99308037411603,16.523458292145087
2022-03-02,5391,2173,459,165,7760,10978,14,11,26302,7564,2261.33,2.480901978831109,0.7068682820185826,40.99308037411603,16.523458292145087
2022-03-03,5391,2173,459,165,7760,10978,14,11,26302,7564,2261.33,2.480901978831109,0.7068682820185826,40.99308037411603,16.523458292145087
2022-03-04,5391,2173,459,165,7760,10978,14,11,26302,7564,2261.33,2.480901978831109,0.7068682820185826,40.99308037411603,16.523458292145087
2022-03-09,5391,2173,459,165,7760,10978,14,11,26302,7564,2261.33,2.480901978831109,0.7068682820185826,40.99308037411603,16.523458292145087
2022-03-10,5391,2173,459,165,7760,10978,14,11,26302,7564,2261.33,2.480901978831109,0.7068682820185826,40.99308037411603,16.523458292145087
2022-03-11,5391,2173,459,165,7760,10978,14,11,26302,7564,2261.33,2.480901978831109,0.7068682820185826,40.99308037411603,16.523458292145087
2022-03-14,5391,2173,459,165,7760,10978,14,11,26302,7564,2261.33,2.480901978831109,0.7068682820185826,40.99308037411603,16.523458292145087
2022-03-15,5387,2169,457,165,7751,10969,14,10,26276,7556,2261.33,2.483633010603965,0.7066277691676544,41.00319683361242,16.509362155579236
2022-03-16,5387,2169,457,165,7751,10969,14,10,26276,7556,2261.33,2.483633010603965,0.7066277691676544,41.00319683361242,16.509362155579236
2022-03-17,5382,2164,456,165,7751,10969,14,10,26266,7546,2261.33,2.4870609981515712,0.7066277691676544,40.98073555166375,16.477575572984087
2022-03-18,5366,2148,456,164,7751,10969,14,10,26234,7514,2261.33,2.498137802607076,0.7066277691676544,40.908744377525345,16.375695662117863
2022-03-21,5366,2148,456,164,7751,10969,14,10,26234,7514,2261.33,2.498137802607076,0.7066277691676544,40.908744377525345,16.375695662117863
2022-03-22,5366,2148,456,164,7751,10969,14,10,26234,7514,2261.33,2.498137802607076,0.7066277691676544,40.908744377525345,16.375695662117863
2022-03-23,5366,2148,456,164,7717,10935,14,9,26166,7514,2261.33,2.498137802607076,0.7057155921353452,41.01505770847665,16.41825269433616
2022-03-24,4405,1846,349,173,7468,10027,14,9,23746,6251,2467.09,2.3862405200433368,0.7447890695123167,37.100985429124904,15.54788174850501
2022-03-25,4056,2108,353,170,7416,9364,14,9,22944,6164,2620.62,1.9240986717267552,0.7919692439128577,35.35564853556485,18.375174337517432
2022-03-28,4020,2151,341,184,7401,9270,14,9,22842,6171,2479.49,1.8688981868898187,0.7983818770226537,35.19831888626215,18.83372734436564
2022-03-29,1538,1218,203,122,3005,3325,4,7,9086,2756,2442.43,1.2627257799671592,0.9037593984962407,33.85428131190843,26.810477657935284
2022-03-30,1651,1238,220,140,3064,3477,4,7,9430,2889,2437.92,1.3336025848142166,0.8812194420477423,35.015906680805934,26.25662778366914
2022-03-31,1700,1176,229,166,3066,3590,5,6,9532,2876,2535.32,1.445578231292517,0.8540389972144847,35.66932438103231,24.67477968946706
2022-04-01,1856,1265,228,159,3088,3679,7,6,9888,3121,2714.62,1.467193675889328,0.8393585213373199,37.54045307443366,25.586569579288028
2022-04-04,1715,1115,234,181,3066,3666,5,7,9562,2830,2775.06,1.5381165919282511,0.8363338788870703,35.87115666178624,23.321480861744405
2022-04-05,1718,1582,241,200,3728,3864,6,7,10892,3300,2796.56,1.0859671302149179,0.9648033126293996,31.546088872567026,29.048843187660665
2022-04-06,1736,1667,252,197,3845,3914,6,8,11162,3403,2641.79,1.041391721655669,0.9823709759836484,31.105536642178823,29.86919906826734
2022-04-07,1695,1637,265,182,4232,4290,7,7,11854,3332,2618.26,1.0354306658521686,0.9864801864801864,28.597941623080818,27.619368989370674
2022-04-08,1602,1678,257,194,4385,4309,6,8,11974,3280,2649.16,0.9547079856972587,1.017637502900905,26.757975613829966,28.02739268414899
2022-04-11,1665,1783,253,216,4382,4264,6,9,12094,3448,2596.17,0.9338194054963544,1.027673545966229,27.53431453613362,29.485695386141884
2022-04-12,1723,1740,278,201,4387,4370,6,9,12220,3463,2559.22,0.9902298850574712,1.0038901601830663,28.199672667757774,28.477905073649758
2022-04-13,1873,1775,290,219,4403,4501,8,9,12552,3648,2546.64,1.0552112676056338,0.9782270606531882,29.84384958572339,28.282345442957297
2022-04-14,1946,1770,298,220,4352,4528,7,9,12596,3716,2530.9,1.0994350282485876,0.9611307420494699,30.898697999364877,28.104160050809778
2022-04-15,2018,1576,287,218,4363,4805,8,8,12762,3594,2403.16,1.2804568527918783,0.908012486992716,31.625137125842347,24.69832314684219
2022-04-18,1877,1596,295,214,4325,4606,8,7,12404,3473,2430.91,1.1760651629072683,0.9389926183239253,30.264430828764915,25.733634311512414
2022-04-19,2039,1975,323,215,4400,4464,9,8,12878,4014,2342.53,1.0324050632911392,0.985663082437276,31.66640782730238,30.672464668426773
2022-04-20,2201,2119,326,261,4442,4524,11,8,13286,4320,2326.03,1.0386974988201982,0.9818744473916887,33.132620803853676,31.898238747553815
2022-04-21,2039,2016,328,240,4328,4351,9,10,12734,4055,2334.97,1.0114087301587302,0.9947138588830154,32.02450133500864,31.663263703471024
2022-04-22,2008,1998,335,230,4311,4321,11,10,12638,4006,2271.18,1.005005005005005,0.9976857208979403,31.777179933533787,31.618927045418577
2022-04-25,2000,2144,324,280,4368,4224,9,10,12736,4144,2236.32,0.9328358208955224,1.0340909090909092,31.4070351758794,33.66834170854271
2022-05-04,2209,2229,323,274,7221,7201,9,9,18860,4438,2444.25,0.9910273665320771,1.002777392028885,23.42523860021209,23.637327677624604
2022-05-05,2096,2240,328,280,7391,7247,9,10,18974,4336,2379.04,0.9357142857142857,1.0198702911549606,22.093390956045113,23.611257510277223
2022-05-06,3076,2982,331,525,7252,7346,6,13,20656,6058,2405.17,1.0315224681421864,0.9872039205009528,29.783113865220763,28.872966692486447
2022-05-11,2769,3418,330,546,7268,6619,6,14,20074,6187,2391.91,0.810122878876536,1.0980510651155764,27.587924678688854,34.05400019926273
2022-05-12,2878,3295,329,546,7276,6859,7,15,20308,6173,2382.33,0.8734446130500759,1.060796034407348,28.34350994681899,32.45026590506204
2022-05-13,2808,3261,323,535,7313,6860,8,12,20242,6069,2309.98,0.8610855565777369,1.0660349854227404,27.7442940420907,32.220136350163024
2022-05-16,3461,3470,666,578,6580,6571,10,12,20082,6931,2308.2,0.9974063400576368,1.0013696545426876,34.46867841848422,34.558310925206655
2022-05-17,3713,3551,595,505,6804,6966,9,12,21034,7264,2378.08,1.0456209518445507,0.9767441860465116,35.304744699058666,33.76438147760768
2022-05-18,3867,3283,395,507,7323,7907,8,12,22380,7150,2438,1.1778860798050563,0.9261413937017833,34.557640750670245,29.33869526362824
2022-05-19,4023,3078,376,523,7314,8259,8,11,22674,7101,2454.36,1.3070175438596492,0.885579367962223,35.485578195289754,27.150039693040483
2022-05-20,3702,2758,357,526,6783,7727,9,11,20970,6460,2441.56,1.3422770123277739,0.8778309822699625,35.30758226037196,26.30424415832141
2022-05-23,3963,3404,396,811,7806,8365,10,12,23538,7367,2379.66,1.1642185663924793,0.9331739390316797,33.67320927861331,28.923442943325682
2022-05-24,4086,2810,412,586,7082,8358,9,15,22336,6896,2300.11,1.4540925266903915,0.8473318975831539,36.58667621776504,25.161174785100286
2022-05-25,5329,2800,478,474,6392,8921,9,15,23442,8129,2300.15,1.9032142857142857,0.7165116018383589,45.46540397576999,23.88874669396809
2022-05-26,4512,2738,443,322,6501,8275,10,10,22026,7250,2348.44,1.647918188458729,0.785619335347432,40.96976300735494,24.861527285934805
2022-05-27,4442,2626,397,325,6415,8231,12,11,21714,7068,2424.7,1.6915460776846916,0.7793706718503219,40.91369623284517,24.187160357373124
2022-05-30,4322,2352,450,313,7679,9649,11,14,24002,6674,2418.21,1.8375850340136055,0.7958337651570111,36.01366552787268,19.59836680276644
2022-05-31,4167,2697,395,372,8416,9886,9,14,25166,6864,2400.75,1.5450500556173525,0.8513048755816306,33.11610903600095,21.433680362393705
2022-06-01,4532,2237,427,329,7004,9299,10,12,23072,6769,2349.84,2.0259275815824767,0.753199268738574,39.285714285714285,19.39147018030513
2022-06-02,4652,2263,432,318,7457,9846,11,10,24218,6915,2374.67,2.0556783031374284,0.7573633963030673,38.41770583863242,18.688578743083657
2022-06-03,4791,2470,428,323,7484,9805,11,11,24550,7261,2341.55,1.939676113360324,0.7632840387557369,39.030549898167,20.122199592668025
2022-06-06,5102,2912,459,528,7154,9344,10,14,24512,8014,2308.35,1.7520604395604396,0.765625,41.62859007832898,23.759791122715406
2022-06-07,5470,2178,510,286,6854,10146,11,17,24648,7648,2281.3,2.5114784205693295,0.6755371575004928,44.38493995456021,17.672833495618306
2022-06-08,5557,1959,515,254,6771,10369,13,18,24656,7516,2296.62,2.836651352730985,0.6530041469765647,45.07624918883842,15.890655418559376
2022-06-09,6154,2360,653,267,7249,11043,16,17,26806,8514,2321.57,2.607627118644068,0.656433940052522,45.91509363575319,17.607998209356115
2022-06-10,6256,2553,660,236,7275,10978,17,15,27062,8809,2282.81,2.4504504504504503,0.6626890143924212,46.234572463232574,18.867785086098586
2022-06-14,6059,2745,619,258,7300,10614,12,15,26718,8804,2280.02,2.207285974499089,0.6877708686640286,45.3551912568306,20.54794520547945
2022-06-15,6201,2112,641,217,7653,11742,14,15,27708,8313,2290.76,2.9360795454545454,0.6517629024016351,44.75963620614985,15.244694673018621
2022-06-16,4585,639,496,110,2432,6378,14,8,14034,5224,2321.52,7.17527386541471,0.3813107557227971,65.34131395183127,9.106455750320649
2022-06-17,5261,970,537,156,2003,6294,16,7,14528,6231,2373.07,5.423711340206186,0.3182395932634255,72.42566079295155,13.353524229074889
2022-06-20,5186,1208,500,202,1894,5872,13,9,14160,6394,2358.26,4.293046357615894,0.3225476839237057,73.24858757062147,17.062146892655367
2022-06-21,5198,1414,521,207,1724,5508,12,10,13844,6612,2407.63,3.676096181046676,0.3129992737835875,75.09390349609939,20.427622074544928
2022-06-22,4816,1309,440,217,2046,5553,11,9,13724,6125,2348.04,3.679144385026738,0.3684494867639114,70.18361993587875,19.076071116292624
2022-06-23,4955,1584,459,237,2187,5558,11,11,14284,6539,2375.6,3.1281565656565657,0.3934868657790572,69.3783253990479,22.178661439372725
2022-06-24,4705,1496,423,199,2386,5595,11,9,14182,6201,2405.31,3.145053475935829,0.4264521894548704,66.35171343957128,21.09716542095614
2022-06-27,4771,1377,452,213,1759,5153,12,11,13060,6148,2417.06,3.4647785039941903,0.3413545507471376,73.06278713629403,21.087289433384377
2022-06-28,5138,1532,472,185,2436,6042,18,9,15148,6670,2408.75,3.35378590078329,0.4031777557100298,67.8373382624769,20.227092685503038
2022-06-29,5678,1805,479,168,2047,5920,18,10,15450,7483,2378.55,3.1457063711911357,0.345777027027027,73.50161812297735,23.36569579288026
2022-06-30,5902,1689,548,176,2121,6334,15,15,16046,7591,2204.85,3.494375370041445,0.3348594884748974,73.56350492334538,21.051975570235573
2022-07-01,5267,1519,484,194,2572,6320,11,17,15678,6786,2206.61,3.467412771560237,0.4069620253164557,67.18969256282689,19.377471616277585
2022-07-04,5268,1277,512,209,1270,5261,11,16,13076,6545,2204.66,4.125293657008614,0.24139897357916745,80.5750994187825,19.531966962373815
2022-07-05,4898,1651,465,233,1307,4554,16,15,12410,6549,2226.64,2.966686856450636,0.2870004391743522,78.93634165995165,26.607574536663982
2022-07-06,4989,2198,439,469,1825,4616,14,18,13628,7187,2221.88,2.269790718835305,0.3953639514731369,73.2169063692398,32.257117698855296
2022-07-07,5101,2152,417,494,1630,4579,19,13,13462,7253,2226.65,2.3703531598513012,0.355972919851496,75.78368741643143,31.971475263705244
2022-07-08,4486,2181,411,536,617,2922,12,16,10206,6667,2222.51,2.056854653828519,0.21115674195756332,87.90907309425829,42.73956496178719
2022-07-11,3472,2195,511,578,1198,2475,15,15,9340,5667,2162.34,1.5817767653758543,0.48404040404040405,74.34689507494646,47.00214132762313
2022-07-12,3294,2705,478,628,1747,2336,13,18,10082,5999,2133.77,1.2177449168207024,0.7478595890410958,65.3441777425114,53.65998809759969
2022-07-15,3428,2624,525,591,1095,1899,16,18,9046,6052,2109.52,1.3064024390243902,0.5766192733017378,75.79040459871766,58.014592084899405
2022-07-22,4154,2063,561,341,2330,4421,13,16,12968,6217,2096.75,2.0135724672806594,0.5270300836914725,64.06539173349785,31.816779765576804
2022-07-29,3945,4299,482,830,4999,4645,21,15,17888,8244,2213.81,0.9176552686671319,1.076210979547901,44.107781753130595,48.06574239713775
2022-08-05,4365,3711,619,638,9130,9784,21,19,26990,8076,2054.29,1.1762328213419564,0.9331561733442355,32.34531307891812,27.499073731011485
2022-08-12,3401,4493,562,679,9691,8599,14,22,26184,7894,2147.33,0.7569552637436011,1.1269915106407722,25.977696303085857,34.31866788878705
2022-08-19,3570,6461,564,901,13745,10854,17,19,34630,10031,2195.16,0.5525460455037919,1.2663534180947116,20.617961305226682,37.31446722494947
2022-08-22,3782,6012,581,906,13572,11342,19,17,34708,9794,2228.11,0.6290751829673985,1.1966143537295009,21.79324651377204,34.64330989973493
2022-08-23,4458,5456,611,778,13345,12347,14,22,35606,9914,2260.08,0.8170821114369502,1.0808293512594151,25.04072347357187,30.64652024939617
2022-08-24,4466,5600,594,685,13587,12453,20,17,36106,10066,2248.22,0.7975,1.09106239460371,24.738270647537806,31.019775106630476
2022-08-25,4004,5592,572,571,14461,12873,13,22,36930,9596,2246.34,0.7160228898426323,1.1233589683834382,21.684267533170864,30.284321689683185
2022-08-26,4006,5845,523,631,15297,13458,14,23,38606,9851,2268.89,0.685372112917023,1.1366473473027197,20.753250790032638,30.28026731596125
2022-08-29,4446,6215,569,578,15317,13548,19,19,39526,10661,2296.33,0.7153660498793242,1.1305727782698554,22.496584526640692,31.44765470829328
2022-08-30,4209,5987,577,566,16715,14937,19,18,41848,10196,2306.62,0.7030232169701018,1.1190332730802706,20.11565666220608,28.613075893710572
2022-08-31,5592,4947,719,472,15325,15970,19,16,41834,10539,2400.08,1.1303820497271073,0.9596117720726361,26.73423531099106,23.650619113639625
2022-09-01,4927,4563,606,512,12256,12620,15,17,34366,9490,2445.77,1.0797720797720798,0.9711568938193343,28.67368911133097,26.55531630099517
2022-09-02,4704,4529,529,559,10915,11090,15,23,31238,9233,2471.45,1.0386398763523956,0.9842200180342651,30.11716499135668,28.996734746142515
2022-09-05,4575,4346,548,496,9833,10062,21,16,28816,8921,2488.44,1.0526921306948918,0.9772411051480819,31.75319267073848,30.16379789006108
2022-09-06,4457,4097,582,586,8588,8948,18,16,26090,8554,2425.33,1.0878691725652916,0.959767545820295,34.16634725948639,31.406669221924112
2022-09-07,4457,5019,561,879,9130,8568,14,23,27174,9476,2401.57,0.8880255030882646,1.065592903828198,32.80341502907191,36.93972179289026
2022-09-08,4459,4785,550,840,10106,9780,16,22,29130,9244,2390.27,0.9318704284221525,1.0333333333333334,30.614486783384827,32.85272914521112
2022-09-09,4693,5058,571,741,9183,8818,12,23,27752,9751,2426.06,0.927837089758798,1.041392606033114,33.8209858748919,36.45142692418564
2022-09-12,4800,4794,583,569,8913,8919,22,20,27426,9594,2449.65,1.0012515644555695,0.9993272788429196,35.00328155764603,34.959527455698975
2022-09-13,4801,5176,598,783,8479,8104,21,21,26560,9977,2446.89,0.9275502318392581,1.0462734452122409,36.152108433734945,38.97590361445783
2022-09-14,4594,5377,550,830,7952,7169,17,26,25092,9971,2435.89,0.8543797656685884,1.1092202538708327,36.61724852542643,42.85828152399171
2022-09-15,3357,3043,492,548,4075,4389,15,17,14864,6400,2446.59,1.103187643772593,0.9284575074048759,45.16953713670613,40.94456404736276
2022-09-16,3761,3782,569,624,5117,5096,21,16,17756,7543,2435.18,0.9944473823373876,1.004120879120879,42.36314485244424,42.599684613651725
2022-09-19,3699,4107,548,707,6107,5699,19,17,19612,7806,2430.54,0.9006574141709277,1.0715915072819793,37.72180297776872,41.88252090556802
2022-09-20,4272,4448,605,835,5587,5411,14,31,19718,8720,2215.67,0.960431654676259,1.0325263352430234,43.330966629475604,45.11613753930419
2022-09-21,4782,4191,585,827,4647,5238,14,30,18858,8973,2130.71,1.1410164638511096,0.8871706758304696,50.71587655106586,44.447979637289215
2022-09-22,4378,3482,575,571,4479,5375,15,24,17714,7860,2190.87,1.257323377369328,0.8333023255813954,49.42982951337925,39.31353731511798
2022-09-23,5359,3195,653,521,4189,6353,14,28,19096,8554,2089.87,1.6773082942097026,0.6593735243192193,56.12693757855048,33.46250523669879
2022-09-26,6474,4454,843,807,3276,5296,16,29,19500,10928,1933.35,1.4535249214189492,0.6185800604229608,66.4,45.68205128205128
2022-09-27,6806,5548,874,814,3503,4761,16,27,20618,12354,1953.46,1.2267483777937995,0.7357697962612897,66.01998253952857,53.81705306043263
2022-09-28,6406,6044,839,882,6300,6662,16,31,25412,12450,1963.86,1.0598941098610193,0.945661963374362,50.41712576735401,47.568078073351174
2022-09-29,6159,7250,800,1046,9984,8893,15,34,32286,13409,1953.77,0.8495172413793104,1.1226807601484314,38.15275971009106,44.91110698135415
2022-09-30,6464,7881,715,1075,10056,8639,13,34,33040,14345,1957.31,0.8202004821723131,1.1640236138441948,39.12832929782083,47.705811138014525
2022-10-03,7333,12549,776,1399,11700,6484,16,32,38066,19882,2041.96,0.5843493505458602,1.8044417026526836,38.52782010192823,65.93285346503441
2022-10-04,7396,13580,797,1667,12814,6630,18,38,40420,20976,2046.42,0.5446244477172312,1.9327300150829563,36.59574468085106,67.19445818901534
2022-10-05,6806,16475,743,2065,13369,3700,19,37,40350,23281,2029.88,0.41311077389984824,3.613243243243243,33.73482032218092,81.66047087980174
2022-10-06,6896,17186,756,2136,14085,3795,20,34,41962,24082,2020.63,0.40125683696031655,3.7114624505928853,32.86783280110576,81.91220628187408
2022-10-07,7043,17352,735,2204,14544,4235,17,38,43174,24395,1944.75,0.4058898109727985,3.434238488783943,32.62611757076018,80.38171121508316
2022-10-10,7098,21354,691,2545,19756,5500,20,33,53708,28452,1916.97,0.33239674065748803,3.592,26.431816489163623,79.51887986892083
2022-10-11,6735,23101,691,2708,22670,6304,20,34,58810,29836,1949.46,0.2915458205272499,3.5961294416243654,22.904267981635776,78.56146913790172
2022-10-12,6145,24100,649,2696,25090,7135,21,33,62470,30245,1951.65,0.2549792531120332,3.516468114926419,19.673443252761324,77.15703537698096
2022-10-13,6079,24606,637,2815,25884,7357,19,35,63926,30685,1955.2,0.24705356417134033,3.5182819083865704,19.018865563307575,76.98276131777368
2022-10-14,6599,24907,676,2771,26148,7840,20,32,65494,31506,1950.98,0.26494559762315817,3.335204081632653,20.15146425626775,76.05887562219439
2022-10-17,7552,24977,742,2706,26297,8872,27,30,67698,32529,2012.85,0.3023581695159547,2.964044183949504,22.310851132972907,73.78947679399687
2022-10-18,7730,23730,755,2712,24932,8932,25,29,65324,31460,2032.4,0.32574799831437,2.791312136139722,23.666646255587533,72.65323617659666
2022-10-19,7703,23912,726,2803,22630,6421,19,32,60666,31615,1978.4,0.32213951154232184,3.524373150599595,25.394784558072065,78.83163551247816
2022-10-20,7610,23794,703,2793,22607,6423,23,30,60434,31404,2025.51,0.31982852820038665,3.51969484664487,25.184498792070688,78.74375351623259
2022-10-21,7257,23842,673,2812,22987,6402,23,26,60488,31099,2043.71,0.30437882727959065,3.590596688534833,23.994841952122737,78.83216505753208
2022-10-24,8013,21742,752,2552,20973,7244,26,22,57972,29755,2063.95,0.3685493514856039,2.895223633351739,27.644380045539226,75.0086248533775
2022-10-25,8521,20328,727,2308,18893,7086,23,25,54828,28849,2130.65,0.4191755214482487,2.6662432966412646,31.082658495659153,74.15189319325893
2022-10-26,8746,17414,765,2144,16844,8176,23,28,51180,26160,2120.58,0.5022395773515562,2.0601761252446185,34.177413051973424,68.05001953888238
2022-10-27,8852,17414,741,2104,17033,8471,23,30,51770,26266,2164.64,0.5083266337429654,2.0107425333490734,34.19741162835619,67.27448329148156
2022-10-28,7697,17242,700,2082,16473,6928,25,26,48340,24939,2167.7,0.44640992924254724,2.377742494226328,31.845262722383122,71.33636739760033
2022-10-31,7314,16918,731,2085,16778,7174,20,30,48184,24232,2166.61,0.43232060527249083,2.3387231669919153,30.358625269799106,70.22248049144945
2022-11-01,7181,17367,684,2129,17882,7696,20,29,50126,24548,2174.35,0.41348534577071455,2.3235446985446986,28.651797470374657,69.29338068068468
2022-11-02,7403,18488,654,2290,18863,7778,21,32,52532,25891,2173.84,0.4004218952834271,2.4251735664695295,28.18472550064722,70.38757328866215
2022-11-03,6523,16039,606,2089,17678,8162,19,28,48402,22562,2155.92,0.4066961780659642,2.1658907130605245,26.95343167637701,66.27412090409487
2022-11-07,6288,15808,756,1833,16335,6815,27,28,45246,22096,2208.78,0.3977732793522267,2.396918561995598,27.794722185386554,69.87579012509393
2022-11-08,6163,15077,755,1729,15884,6970,27,22,44094,21240,2207.2,0.4087683226105989,2.278909612625538,27.953916632648436,68.38572141334421
2022-11-09,6188,15209,706,1829,16065,7044,24,25,44506,21397,2166.56,0.4068643566309422,2.2806643952299828,27.807486631016044,68.34584101020087
2022-11-10,6384,14900,667,1731,16433,7917,26,26,45634,21284,2210.02,0.42845637583892615,2.0756599722116964,27.979138361747818,65.3021869658588
2022-11-11,6167,16034,640,1842,17538,7671,26,29,47410,22201,2217.44,0.38462018211300986,2.2862729761439184,26.015608521408986,67.63973845180342
2022-11-14,6491,16635,650,1890,18079,7935,24,30,49140,23126,2244.77,0.3902013826269913,2.278386893509767,26.418396418396416,67.70451770451771
2022-11-15,5968,16342,715,1898,18522,8148,20,36,48980,22310,2223.26,0.36519397870517684,2.2731958762886597,24.369130257247857,66.72927725602287
2022-11-16,6412,17184,699,2068,18181,7409,27,27,49186,23596,2227.19,0.37313780260707635,2.45390740990687,26.072459642987845,69.87354125157566
2022-11-17,5978,16333,624,2128,18211,7856,22,30,48378,22311,2212.93,0.3660074695401947,2.3181008146639512,24.713712844681467,67.52242754971269
2022-11-18,5877,16259,600,2140,18500,8118,20,35,48754,22136,2206.32,0.36146134448613076,2.2788864252278884,24.10879107355294,66.69811707757313
2022-11-21,6126,18014,682,2348,19460,7572,23,33,51172,24140,2166.31,0.3400688353502831,2.5699947173798203,23.942781208473384,70.40569061205346
2022-11-22,6247,19045,628,2351,20490,7692,23,32,53474,25292,2196.04,0.3280126017327383,2.6638065522620904,23.36462579945394,71.23087855780379
2022-11-23,6252,19568,638,2266,20613,7297,23,30,53730,25820,2211.89,0.3195012264922322,2.824859531314239,23.271915131211614,72.83826540107947
2022-11-24,6105,19729,679,2243,21019,7395,23,32,54248,25834,2210.95,0.3094429519995945,2.8423258958755917,22.50774222091137,72.73632207638991
