Дата,Физические лица | Длинные позиции | (позиции покупателя),Короткие позиции | (позиции продавца),"Количество лиц, имеющих открытые длинные позиции","Количество лиц, имеющих открытые короткие позиции",Юридические лица | Длинные позиции | (позиции покупателя),Короткие позиции | (позиции продавца),"Количество лиц, имеющих открытые длинные позиции","Количество лиц, имеющих открытые короткие позиции",Совокупный объем открытых позиций,ОИ физиков,IMOEX | Close,Lons/Short физ.,Lons/Short юр.,% Long у физ.от общ.Long,% Short у физ.от общ.Sort
2021-04-15,5346,13149,404,863,11818,4015,26,28,34328,18495,3532.13,0.406570841889117,2.94346201743462,31.146585877417856,76.60801677930552
2021-04-16,4985,14346,369,929,13322,3961,33,24,36614,19331,3576.71,0.3474836191272829,3.363292097955062,27.230021303326595,78.36346752608291
2021-04-19,4969,12814,359,748,11866,4021,31,27,33670,17783,3598.47,0.38777899172779773,2.9510072121362847,29.515889515889516,76.11523611523612
2021-04-20,5157,12361,372,723,11872,4668,28,29,34058,17518,3581.37,0.41719925572364697,2.543273350471294,30.283633801162722,72.5879382230313
2021-04-21,4598,13177,355,771,12523,3944,30,24,34242,17775,3554.83,0.34894133717841697,3.1752028397565923,26.855907949302026,76.96396238537469
2021-04-22,4265,14889,327,811,14755,4131,32,23,38040,19154,3576.69,0.28645308617099874,3.571774388767853,22.423764458464774,78.28075709779179
2021-04-23,4936,14056,347,740,13285,4165,32,23,36442,18992,3598.76,0.3511667615253273,3.189675870348139,27.08962186488118,77.1417595082597
2021-04-26,5179,15345,348,804,14363,4197,31,25,39084,20524,3603.13,0.33750407298794394,3.4222063378603766,26.50189335789581,78.52318084126497
2021-04-27,5107,13618,373,748,12822,4311,33,23,35858,18725,3615.57,0.37501835805551476,2.974251913709116,28.484578057895032,75.95515645044341
2021-04-28,5006,13235,371,731,12132,3903,30,23,34276,18241,3608.89,0.3782395164336985,3.108378170637971,29.20994281713152,77.22604738009102
2021-04-29,6104,11466,412,685,10138,4776,26,30,32484,17570,3609.38,0.5323565323565324,2.1226968174204357,37.58157862332225,70.59475434059846
2021-04-30,6282,12595,443,720,10216,3903,31,29,32996,18877,3574.03,0.49876935291782454,2.617473738150141,38.077342708207055,76.34258698024003
2021-05-04,5337,13159,372,793,11985,4163,36,21,34644,18496,3557.62,0.40557793145375787,2.8789334614460724,30.810529961898165,75.9669784089597
2021-05-05,4702,17601,312,1026,15898,2999,31,25,41200,22303,3602.17,0.2671439122777115,5.30110036678893,22.8252427184466,85.44174757281553
2021-05-06,4938,19186,311,1088,17352,3104,33,24,44580,24124,3636.74,0.25737516939435007,5.59020618556701,22.15343203230148,86.07447285778376
2021-05-07,5029,19418,304,1081,17236,2847,34,24,44530,24447,3678.19,0.2589865073643012,6.054092026694766,22.587019986525938,87.21311475409837
2021-05-10,4753,19576,293,1096,17665,2842,34,25,44836,24329,3684.18,0.24279730281977932,6.215693173821252,21.20171290926934,87.32268712641627
2021-05-11,4948,19574,281,1145,17345,2719,28,27,44586,24522,3644.29,0.25278430571165833,6.3791835233541745,22.195307944197733,87.80334634190105
2021-05-12,4662,17985,287,1123,16266,2943,30,26,41856,22647,3659.63,0.2592160133444537,5.527013251783894,22.27637614678899,85.9375
2021-05-13,5421,18011,306,1048,15540,2950,36,26,41922,23432,3634.18,0.3009827327744156,5.2677966101694915,25.862315729211392,85.9262439769095
2021-05-14,5500,16963,333,989,14333,2870,33,28,39666,22463,3654.73,0.32423509992336264,4.994076655052265,27.73155851358846,85.52916855745475
2021-05-17,5062,17001,314,984,14889,2950,36,27,39902,22063,3645.13,0.29774719134168576,5.047118644067797,25.372161796401183,85.21377374567692
2021-05-18,5254,16275,315,1061,13978,2957,31,26,38464,21529,3670.16,0.322826420890937,4.727088265133581,27.319051580698833,84.6245840266223
2021-05-19,5603,13359,375,877,11003,3247,29,25,33212,18962,3693.82,0.4194176210794221,3.3886664613489375,33.740816572323254,80.44682644827171
2021-05-20,5737,13999,445,829,11196,2934,30,25,33866,19736,3650.07,0.40981498678477035,3.815950920245399,33.88058820055513,82.67288726156026
2021-05-21,5366,14518,397,884,12556,3404,29,26,35844,19884,3637.5,0.36961013913762225,3.6886016451233843,29.940854815310793,81.00658408659747
2021-05-24,5224,14784,377,891,12734,3174,28,25,35916,20008,3665.96,0.35335497835497837,4.011972274732199,29.09009912016928,82.32542599398597
2021-05-25,5012,13749,363,978,11875,3138,41,24,33774,18761,3682.42,0.3645356025892792,3.784257488846399,29.679635222360396,81.41765855391722
2021-05-26,4893,15430,314,1075,17033,6496,30,26,43852,20323,3695.29,0.3171095268956578,2.6220751231527095,22.31597190550032,70.37307306394234
2021-05-27,5979,16780,302,1075,17719,6918,28,25,47396,22759,3708.77,0.35631704410011916,2.561289389997109,25.22997721326694,70.80766309393198
2021-05-28,5885,17295,325,1020,18301,6891,30,25,48372,23180,3750.46,0.34027175484244,2.655782905238717,24.332258331266022,71.50831059290499
2021-05-31,6185,17049,342,996,17750,6886,27,29,47870,23234,3713.99,0.362777875535222,2.577693871623584,25.840818884478793,71.23041570921245
2021-06-01,5692,17015,352,1011,18239,6916,31,25,47862,22707,3739.57,0.3345283573317661,2.637218045112782,23.785048681626343,71.10024654214199
2021-06-02,6206,17247,335,1056,17911,6870,29,27,48234,23453,3771.32,0.35983069519336697,2.607132459970888,25.732885516440685,71.51386988431398
2021-06-03,7470,13852,409,906,13424,7042,30,30,41788,21322,3833.77,0.5392723072480509,1.9062766259585344,35.751890494878914,66.29654446252513
2021-06-04,6925,15813,382,914,15830,6942,36,25,45510,22738,3803.74,0.4379308164168722,2.2803226735811006,30.432871896286528,69.49241924851681
2021-06-07,6823,16059,407,919,15939,6703,35,27,45524,22882,3807.96,0.42487078896568903,2.3778904967924808,29.975397592478693,70.55179685440646
2021-06-08,6825,13995,424,893,13730,6560,31,29,41110,20820,3819.52,0.48767416934619506,2.0929878048780486,33.203600097299926,68.08562393578205
2021-06-09,7404,15022,425,925,13708,6090,30,29,42224,22426,3821.8,0.4928771135667687,2.250903119868637,35.07010231148162,71.15384615384616
2021-06-10,7112,14606,456,851,13800,6306,34,25,41824,21718,3835.21,0.48692318225386827,2.188392007611798,34.009181331293036,69.84506503443
2021-06-11,5524,14547,395,870,15471,6448,29,28,41990,20071,3838.98,0.37973465319309824,2.399348635235732,26.311026434865443,69.28792569659443
2021-06-14,5565,15449,370,900,16141,6257,30,25,43412,21014,3845.81,0.3602174898051654,2.579670768739012,25.638072422371692,71.17386897631991
2021-06-15,5290,12091,368,837,13496,6695,28,26,37572,17381,3864.36,0.43751550740219997,2.015832710978342,28.15926753965719,64.36175875652081
2021-06-16,6877,12049,337,804,12076,6904,26,24,37906,18926,3821.45,0.5707527595651092,1.7491309385863267,36.2844932200707,63.573049121511104
2021-06-17,4568,7176,279,554,8351,5743,20,26,25838,11744,3807.32,0.6365663322185061,1.4541180567647571,35.35877389890859,55.546094898985984
2021-06-18,4601,6887,297,647,8124,5838,18,30,25450,11488,3809.99,0.6680702773341077,1.3915724563206577,36.15717092337917,54.121807465618865
2021-06-21,4664,7185,300,709,8100,5579,24,25,25528,11849,3797.23,0.6491301322199026,1.4518730955368346,36.540269507991226,56.29113130680038
2021-06-22,4393,7219,330,665,8530,5704,21,28,25846,11612,3831.61,0.6085330378168722,1.4954417952314165,33.99365472413526,55.861642033583536
2021-06-23,5432,7262,398,656,8897,7067,23,27,28658,12694,3836.12,0.7480033048746901,1.2589500495259658,37.90913531998046,50.68043827203573
2021-06-24,6182,6944,438,635,8586,7824,21,27,29536,13126,3833.73,0.8902649769585254,1.0973926380368098,41.860780065005414,47.020585048754064
2021-06-25,5804,6732,431,650,8812,7884,21,26,29232,12536,3818.97,0.8621509209744503,1.1177067478437341,39.709906951286264,46.05911330049261
2021-06-28,5378,6948,426,627,8478,6908,25,24,27712,12326,3833.72,0.7740356937248128,1.2272727272727273,38.8135103926097,50.144341801385686
2021-06-29,6188,6607,400,642,8662,8243,19,27,29700,12795,3817.72,0.9365824125927047,1.0508310081281087,41.67003367003367,44.49158249158249
2021-06-30,5636,8288,342,742,8382,5730,22,26,28036,13924,3799.42,0.680019305019305,1.46282722513089,40.20545013554002,59.12398344985019
2021-07-01,5647,10347,331,778,10383,5683,24,25,32060,15994,3843.28,0.5457620566347734,1.8270279781805385,35.22769806612601,64.54772301933875
2021-07-02,5232,10726,344,830,11241,5747,25,24,32946,15958,3853.81,0.4877866865560321,1.955977031494693,31.761063558550358,65.11260851089662
2021-07-05,5110,11493,339,841,11885,5502,26,23,33990,16603,3874.81,0.444618463412512,2.1601235914213013,30.06766696087084,67.62577228596646
2021-07-06,5059,11431,329,857,12004,5632,22,25,34126,16490,3896.82,0.4425684542034818,2.1313920454545454,29.648948016175353,66.99290863271405
2021-07-07,5420,12125,325,1014,12559,5854,23,21,35958,17545,3881.88,0.4470103092783505,2.145370686709942,30.146281773179822,67.43979086712275
2021-07-08,5690,11117,389,886,12824,7397,21,23,37028,16807,3882.15,0.5118287307726904,1.7336758145193998,30.733498973749597,60.04645133412553
2021-07-09,5883,10553,392,855,13697,9027,22,25,39160,16436,3865.62,0.5574718089642756,1.5173368782541266,30.04596527068437,53.89683350357508
2021-07-12,6522,11446,408,906,14029,9105,25,23,41102,17968,3864.26,0.5698060457801852,1.5408017572762218,31.735681961948327,55.69558658946037
2021-07-13,7303,11006,854,879,13878,10175,24,23,42362,18309,3888.32,0.6635471560966746,1.363931203931204,34.47901421084934,51.96166375525235
2021-07-14,7377,11942,950,837,14843,10278,25,22,44440,19319,3851.16,0.617735722659521,1.4441525588635922,33.1998199819982,53.744374437443746
2021-07-15,7396,10788,626,829,14677,11285,24,21,44146,18184,3826.45,0.685576566555432,1.3005759858218875,33.5069995016536,48.87419018710642
2021-07-16,7344,10460,639,779,15956,12840,27,23,46600,17804,3795.03,0.7021032504780115,1.2426791277258566,31.51931330472103,44.892703862660944
2021-07-19,8693,8352,639,746,12847,13188,22,25,43080,17045,3743.97,1.0408285440613028,0.9741431604488929,40.357474466109565,38.77437325905292
2021-07-20,7833,8546,625,731,14118,13405,23,25,43902,16379,3707.23,0.9165691551603089,1.053189108541589,35.68402350690174,38.93216709944877
2021-07-21,7296,8551,645,690,14720,13465,21,25,44032,15847,3718.92,0.8532335399368495,1.0932046045302637,33.13953488372093,38.83993459302326
2021-07-22,7040,7570,597,738,14372,13842,18,29,42824,14610,3746.35,0.9299867899603699,1.0382892645571449,32.878759574070614,35.35400709882309
2021-07-23,6988,8438,621,708,15737,14287,19,26,45450,15426,3760.33,0.8281583313581418,1.1014908658220761,30.75027502750275,37.13091309130913
2021-07-26,6527,8273,568,789,15771,14025,21,26,44596,14800,3724.2,0.7889520125710141,1.1244919786096257,29.271683559063593,37.101982240559686
2021-07-27,6751,8270,590,770,15333,13814,20,27,44168,15021,3756.79,0.8163240628778718,1.1099609092225278,30.569643180583228,37.44792610034414
2021-07-28,7135,10156,536,854,15264,12243,21,26,44798,17291,3747.25,0.7025403702244978,1.2467532467532467,31.854100629492386,45.34130987990535
2021-07-29,7003,9539,537,788,14038,11502,22,26,42082,16542,3794.4,0.734144040255792,1.2204833941923143,33.28263865785846,45.33529775200799
2021-07-30,6524,8379,543,817,13517,11662,17,27,40082,14903,3789.33,0.7786131996658312,1.15906362545018,32.55326580509955,41.80929095354523
2021-08-02,6390,9054,553,768,15298,12634,20,27,43376,15444,3791.22,0.705765407554672,1.2108595852461612,29.46329767613427,41.746587974917006
2021-08-03,5859,9754,532,804,16302,12407,19,27,44322,15613,3782.41,0.600676645478778,1.3139356814701377,26.438337620143493,44.014259284328325
2021-08-04,6446,9608,508,828,15727,12565,19,28,44346,16054,3808.44,0.6708992506244796,1.2516514126541982,29.071393135795788,43.33198033644523
2021-08-05,6297,10517,472,883,14802,10582,20,27,42198,16814,3803.91,0.5987448892269659,1.3987903987903987,29.845016351485853,49.84596426370918
2021-08-06,6068,10012,486,782,14952,11008,18,27,42040,16080,3836.49,0.6060727127447063,1.3582848837209303,28.867745004757374,47.63082778306375
2021-08-09,6163,11038,417,901,14517,9642,20,27,41360,17201,3795.48,0.5583439028809567,1.5056004978220285,29.801740812379112,53.375241779497095
2021-08-10,6605,11651,396,913,14774,9728,18,28,42758,18256,3847.12,0.5669041284009956,1.5187088815789473,30.894803311660972,54.497403994574114
2021-08-11,6605,12382,363,929,12782,7005,18,27,38774,18987,3875.23,0.5334356323695687,1.8246966452533904,34.06922164336927,63.86754010419353
2021-08-12,6076,12772,335,974,12300,5604,23,23,36752,18848,3879.01,0.47572815533980584,2.194860813704497,33.06486721811058,69.5037004788855
2021-08-13,6071,12236,365,929,11873,5708,21,24,35888,18307,3882.62,0.4961588754494933,2.080063069376314,33.83303611234953,68.18992420864913
2021-08-16,5351,13495,328,1029,14070,5926,23,25,38842,18846,3862.32,0.3965172286031864,2.374282821464732,27.55264919417126,69.48663817517121
2021-08-17,5831,14707,334,1101,14688,5812,24,23,41038,20538,3893.85,0.3964778676820562,2.527185134205093,28.417564208782103,71.67503289633997
2021-08-18,6881,14271,364,1031,12866,5476,22,23,39494,21152,3948.43,0.4821666316305795,2.349525200876552,34.84579936192839,72.26920544892896
2021-08-19,6685,10792,379,891,12557,8450,20,27,38484,17477,3883.2,0.6194403261675315,1.48603550295858,34.74171084086893,56.08564598274608
2021-08-20,6353,9181,431,829,11177,8349,26,25,35060,15534,3868.79,0.691972552009585,1.3387232003832794,36.240730176839705,52.37307472903594
2021-08-23,6178,9872,445,832,12039,8345,22,26,36434,16050,3861.99,0.6258103727714749,1.4426602756141402,33.913377614316296,54.191140143821706
2021-08-24,6072,10476,423,836,12755,8351,25,25,37654,16548,3897.56,0.579610538373425,1.5273619925757393,32.25155361980135,55.6434907313964
2021-08-25,6033,9993,418,860,12619,8659,21,29,37304,16026,3891.8,0.6037226058240769,1.4573276359856797,32.345056830366715,53.57602401887197
2021-08-26,6568,9007,430,816,11106,8667,21,27,35348,15575,3876.99,0.7292106139669147,1.2814122533748702,37.161932782618535,50.961864886273624
2021-08-27,6595,10830,423,796,12738,8503,24,26,38666,17425,3864.11,0.6089566020313942,1.4980595084087969,34.11265711477784,56.01820721046915
2021-08-30,5995,11573,393,844,12273,6695,25,23,36536,17568,3900.96,0.5180160718914715,1.833159073935773,32.81694766805342,63.351215239763526
2021-08-31,6094,11400,406,830,12059,6753,24,25,36306,17494,3934.1,0.5345614035087719,1.7857248630238411,33.57020878091775,62.799537266567505
2021-09-01,5911,12370,352,925,13527,7068,23,26,38876,18281,3924.32,0.4778496362166532,1.91383701188455,30.409507150941455,63.638234386253735
2021-09-02,6425,12920,382,941,13729,7234,23,23,40308,19345,3983.68,0.49729102167182665,1.897843516726569,31.87952763719361,64.10638086732162
2021-09-03,6342,12627,370,945,13443,7158,22,25,39570,18969,3976.62,0.5022570681872178,1.8780385582564962,32.05458680818802,63.821076573161484
2021-09-06,6059,13323,353,972,14299,7035,22,25,40716,19382,4004.61,0.45477745252570745,2.032551528073916,29.76225562432459,65.44356027114647
2021-09-07,6330,11183,341,974,14073,9220,22,25,40806,17513,4036.41,0.5660377358490566,1.526355748373102,31.02484928686958,54.810567073469585
2021-09-08,6089,11826,325,977,12833,7096,22,26,37844,17915,4015.35,0.5148824623710468,1.8084836527621195,32.17947362858049,62.498678786597615
2021-09-09,6620,11627,387,911,12308,7301,25,25,37856,18247,4006.48,0.5693644104240131,1.6857964662375018,34.97464074387152,61.42751479289941
2021-09-10,6663,11539,445,942,12067,7191,25,23,37460,18202,3993.53,0.5774330531241876,1.6780698094840774,35.57394554191137,61.607047517351845
2021-09-13,6848,11819,679,982,11842,6871,24,25,37380,18667,4012.97,0.5794060411202301,1.7234754766409548,36.639914392723384,63.2370251471375
2021-09-14,7141,12729,1000,982,11630,6042,28,23,37542,19870,4051.81,0.5610024353837694,1.9248593181065872,38.04272548079484,67.81205050343615
2021-09-15,6807,13007,923,955,12188,5988,27,19,37990,19814,4059.08,0.523333589605597,2.0354041416165667,35.8357462490129,68.47591471439853
2021-09-16,5169,8248,415,714,8878,5799,16,19,28094,13417,4069.19,0.6266973811833172,1.5309536126918435,36.79789278849576,58.71716380721862
2021-09-17,5409,8796,446,777,8892,5505,20,22,28602,14205,4043.51,0.6149386084583902,1.6152588555858312,37.822529893014476,61.50618837843508
2021-09-20,5424,8948,387,758,9738,6214,23,19,30324,14372,3988.45,0.6061689763075547,1.5671065336337302,35.773644637910564,59.01596095501913
2021-09-21,6010,9064,449,713,10373,7319,24,19,32766,15074,3980.02,0.6630626654898499,1.4172701188686978,36.684367942379296,55.3256424342306
2021-09-22,5921,9278,442,774,9960,6603,25,16,31762,15199,4001.79,0.6381763311058418,1.5084052703316675,37.28354637617278,58.42201372709527
2021-09-23,5695,9545,441,775,10043,6193,23,16,31476,15240,4051.36,0.5966474594028287,1.6216696269982238,36.18630067352904,60.649383657389755
2021-09-24,5960,9609,415,771,9872,6223,23,17,31664,15569,4056.32,0.6202518472265585,1.5863731319299372,37.645275391611925,60.69353208691258
2021-09-27,6044,9654,384,795,9513,5903,25,17,31114,15698,4069.55,0.6260617360679511,1.6115534473996274,38.85067815131452,62.05566625956161
2021-09-28,6086,9501,376,783,9418,6003,21,19,31008,15587,4109.66,0.6405641511419851,1.5688822255538897,39.25438596491228,61.280959752321984
2021-09-29,6468,9697,401,807,9567,6338,21,22,32070,16165,4045.16,0.6670104155924512,1.5094667087409277,40.336763330215156,60.47396320548799
2021-09-30,6722,11120,425,880,10817,6419,23,19,35078,17842,4079.46,0.6044964028776978,1.6851534506932544,38.326016306516905,63.40156223273847
2021-10-01,6652,10153,397,888,9908,6407,21,21,33120,16805,4078.59,0.6551758101053876,1.5464335882628375,40.169082125603865,61.31038647342996
2021-10-04,7315,9863,401,911,10987,8439,24,31,36604,17178,4106.89,0.7416607523066004,1.3019315084725678,39.96830947437439,53.890285214730625
2021-10-05,7053,11691,310,1003,11653,7015,26,33,37412,18744,4129.53,0.6032845778804209,1.6611546685673557,37.7044798460387,62.49866353041805
2021-10-06,7033,10642,332,912,10893,7284,25,31,35852,17675,4263.87,0.6608720165382447,1.4954695222405272,39.23351556398527,59.366283610398305
2021-10-07,7748,10302,385,914,10391,7837,23,33,36278,18050,4226.12,0.7520869734032227,1.3258900089319894,42.7145928661999,56.79475164011246
2021-10-08,6681,10518,393,911,10832,6995,27,31,35026,17199,4233.58,0.6351968054763263,1.5485346676197285,38.14880374578885,60.058242448466856
2021-10-11,6358,10224,388,914,10802,6936,24,31,34320,16582,4259.38,0.6218701095461658,1.5573817762399078,37.05128205128205,59.58041958041959
2021-10-12,7293,10531,371,928,10341,7103,26,31,35268,17824,4258.6,0.6925268255626247,1.4558637195551176,41.357604627424294,59.71985936259499
2021-10-13,5957,10521,348,914,11450,6886,23,30,34814,16478,4260.44,0.5662009314703925,1.66279407493465,34.22186476704774,60.44120181536164
2021-10-14,5880,9876,330,891,11483,7487,26,32,34726,15756,4280.76,0.5953827460510328,1.5337251235474822,33.865115475436276,56.87957150262052
2021-10-15,7425,9743,374,867,10168,7850,23,34,35186,17168,4278.51,0.7620855999178898,1.2952866242038217,42.20428579548684,55.37998067413176
2021-10-18,6889,9963,371,876,10380,7306,22,33,34538,16852,4254.91,0.6914583960654421,1.4207500684369012,39.89229254733917,57.692975852684
2021-10-19,6770,9853,364,885,10158,7075,22,27,33856,16623,4256.24,0.6871003755201461,1.4357597173144876,39.992911153119096,58.20534026465028
2021-10-20,6778,9807,349,895,10310,7281,22,27,34176,16585,4284.91,0.6911389823595391,1.4160142837522318,39.66526217228464,57.39115168539326
2021-10-21,7874,9797,409,828,10755,8832,23,31,37258,17671,4275.73,0.8037154230887006,1.2177309782608696,42.26743249771861,52.5900477749745
2021-10-22,7314,9204,432,806,9401,7511,26,24,33430,16518,4218.5,0.7946544980443285,1.2516309412861137,43.75710439724798,55.06431349087646
2021-10-25,7447,9545,414,835,9726,7628,24,30,34346,16992,4216.43,0.780199057097957,1.2750393287886732,43.364583939905664,55.581435975077156
2021-10-26,7646,9168,432,795,8989,7467,24,27,33270,16814,4254.59,0.8339877835951134,1.203830186152404,45.96333032762248,55.1127141568981
2021-10-27,8239,9410,450,864,8862,7691,25,31,34202,17649,4216.76,0.8755579171094581,1.152255883500195,48.17846909537454,55.026021870066074
2021-10-28,8145,10132,427,1109,10728,8741,25,28,37746,18277,4210.78,0.8038886695617844,1.2273195286580483,43.15689079637578,53.68515869231176
2021-10-29,7488,9381,440,1099,10551,8658,21,31,36078,16869,4186.35,0.7982091461464662,1.2186417186417187,41.51006153334442,52.003991352070514
2021-11-01,6952,11001,449,1220,10611,6562,24,27,35126,17953,4155.24,0.6319425506772112,1.6170374885705578,39.58321471274839,62.637362637362635
2021-11-02,6771,10189,420,1229,10403,6985,24,30,34348,16960,4235.89,0.6645401904014133,1.4893342877594846,39.42587632467684,59.328054035169444
2021-11-03,6417,10495,398,1278,11390,7312,22,29,35614,16912,4192.14,0.6114340161981896,1.5577133479212253,36.036390183635646,58.937496490144326
2021-11-05,6833,9644,456,1233,10739,7928,21,30,35144,16477,4179.03,0.7085234342596433,1.354566094853683,38.885727293421354,54.88276804006374
2021-11-08,7219,9490,479,1248,10422,8151,23,28,35282,16709,4203.65,0.760695468914647,1.278616120721384,40.92171645598322,53.79513633014001
2021-11-09,6460,9146,498,1225,10716,8030,21,29,34352,15606,4207.59,0.7063197026022305,1.3344956413449565,37.610619469026545,53.24871914299022
2021-11-10,7583,9748,484,1310,11463,9298,25,29,38092,17331,4192.62,0.7779031596224867,1.2328457732845772,39.81413420140712,51.18135041478526
2021-11-11,7005,9968,476,1311,10077,7114,21,29,34164,16973,4141.62,0.7027487961476726,1.4165026707899915,41.00807867931155,58.353822737384384
2021-11-12,7722,8631,520,767,9454,8545,21,25,34352,16353,4181.7,0.894681960375391,1.106377998829725,44.958081043316255,50.25034932463903
2021-11-15,7124,8483,519,756,9242,7883,22,24,32732,15607,4121.5,0.8397972415419074,1.172396295826462,43.529267994623,51.833068556764026
2021-11-16,6841,9240,484,752,11496,9097,21,27,36674,16081,4147.69,0.7403679653679653,1.2637133120809059,37.30708403773791,50.38992201559688
2021-11-17,7091,8747,507,739,11123,9467,20,29,36428,15838,4120.23,0.8106779467245913,1.1749234181895003,38.93159108378171,48.02349840781816
2021-11-18,7595,8508,493,716,8570,7657,22,25,32330,16103,4120.81,0.8926892336624354,1.1192372992033432,46.98422517785339,52.63223012681719
2021-11-19,7813,7428,627,608,8024,8409,19,26,31674,15241,4121.74,1.0518309100700054,0.9542157212510406,49.33383847951001,46.90282250426217
2021-11-22,9969,5796,704,543,6195,10368,23,20,32328,15765,4008.13,1.7199792960662525,0.5975115740740741,61.67409057164068,35.85746102449889
2021-11-23,8080,6353,657,690,6345,8072,20,21,28850,14433,3832.33,1.271840075554856,0.7860505450941526,56.01386481802426,44.04159445407279
2021-11-24,7445,7020,594,724,6913,7338,19,22,28716,14465,4001.89,1.0605413105413106,0.9420823112564731,51.852625713887726,48.8926034266611
2021-11-25,7858,5889,669,677,6269,8238,23,21,28254,13747,3969.15,1.3343521820343012,0.7609856761349842,55.62398244496355,41.68613293692928
2021-11-26,9410,7022,652,634,9104,11492,23,21,37028,16432,3847.62,1.34007405297636,0.7922032718412809,50.826401642000654,37.92805444528465
2021-11-29,8089,6482,594,636,10051,11658,24,20,36280,14571,3872.19,1.247917309472385,0.8621547435237605,44.592061742006614,35.733186328555675
2021-11-30,7591,6394,578,651,10636,11833,22,23,36454,13985,3833.58,1.1872067563340631,0.8988422209076312,41.647007187139955,35.07982663082241
2021-12-01,6657,7196,557,682,13818,13279,25,19,40950,13853,3907.17,0.9250972762645915,1.040590405904059,32.51282051282051,35.14529914529915
2021-12-02,6154,6806,558,642,14902,14250,23,23,42112,12960,3940.09,0.904202174551866,1.0457543859649123,29.22682370820669,32.3233282674772
2021-12-03,5570,7842,561,653,16145,13873,24,19,43430,13412,3967.88,0.7102779903085947,1.1637713544294672,25.65047202394658,36.11328574717937
2021-12-06,7252,7198,669,623,14520,14574,24,20,43544,14450,3935.57,1.0075020839121978,0.9962947715109098,33.30883703839794,33.060812052177106
2021-12-07,7576,6524,641,600,13475,14527,25,18,42102,14100,3859.77,1.161250766400981,0.9275831210848764,35.98878913115767,30.991401833642108
2021-12-08,7704,6082,748,605,12666,14288,23,20,40740,13786,3909.43,1.266688589279842,0.886478163493841,37.82032400589102,29.85763377515955
2021-12-09,6742,6201,667,643,13893,14434,22,20,41270,12943,3799.93,1.0872439929043702,0.9625190522377719,32.67264356675551,30.05088441967531
2021-12-10,7045,6028,691,652,13390,14407,21,22,40870,13073,3806.01,1.1687126741871268,0.9294093149163601,34.47516515781747,29.498409591387325
2021-12-13,8804,5122,817,572,10034,13716,26,17,37676,13926,3793.47,1.718859820382663,0.731554389034704,46.73532222104257,27.189722900520223
2021-12-14,8057,5645,785,597,9747,12159,25,15,35608,13702,3533.81,1.4272807794508415,0.8016284233900814,45.25387553358796,31.70635812177039
2021-12-15,7573,5301,736,547,9572,11844,22,13,34290,12874,3653.14,1.4285983776645916,0.8081729145558932,44.170312044327794,30.918635170603675
2021-12-16,5978,4265,567,575,9902,11615,21,14,31760,10243,3705.57,1.401641266119578,0.8525182953077917,37.6448362720403,26.857682619647356
2021-12-17,6558,5367,584,615,10384,11575,24,14,33884,11925,3725.04,1.2219116825041922,0.8971058315334773,38.70853500177075,31.67866839806398
2021-12-20,6987,5433,605,659,9782,11336,28,12,33538,12420,3657.65,1.2860298177802318,0.8629146083274524,41.6661697179319,32.399069711968515
2021-12-21,7116,5211,702,609,9318,11223,29,13,32868,12327,3705.33,1.3655728267127232,0.8302592889601711,43.300474625775834,31.708652792990144
2021-12-22,7351,5504,649,635,9793,11640,27,12,34288,12855,3715.2,1.3355741279069768,0.8413230240549828,42.87797480167988,32.104526364909006
2021-12-23,7981,5840,708,592,9173,11314,26,15,34308,13821,3745.54,1.3666095890410959,0.810765423369277,46.52559169872916,34.04453771715052
2021-12-24,7151,5281,700,582,9139,11009,24,15,32580,12432,3700.35,1.35409960234804,0.8301389772004724,43.89809699201964,32.41866175567833
2021-12-27,7605,5454,728,590,8632,10783,26,11,32474,13059,3711.77,1.3943894389438944,0.800519335991839,46.83746997598078,33.58994888218267
2021-12-28,8750,5348,1094,576,8759,12161,37,14,35018,14098,3766.52,1.6361256544502618,0.7202532686456706,49.97429893197784,30.54429150722486
2021-12-29,8545,5273,1136,568,9932,13204,25,14,36954,13818,3756.54,1.6205196282950882,0.7521963041502575,46.246685067922286,28.538182605401307
2021-12-30,8039,5426,1073,572,10508,13121,27,14,37094,13465,3753.9,1.4815702174714338,0.800853593476107,43.34393702485577,29.25540518682267
2022-01-03,7053,6213,1028,606,11129,11969,26,12,36364,13266,3825.34,1.1352003862868179,0.9298186983039519,38.79111208887911,34.17115828841711
2022-01-04,8056,6371,1090,603,10253,11938,24,13,36618,14427,3880.23,1.2644796735206405,0.8588540794102865,44.00021847178983,34.79709432519526
2022-01-05,6997,5695,786,661,10617,11919,27,12,35228,12692,3857.9,1.2286215978928885,0.8907626478731437,39.724083115703415,32.3322357215851
2022-01-06,7328,5658,748,570,10181,11851,26,11,35018,12986,3758.68,1.295157299399081,0.859083621635305,41.85276143697527,32.31480952652922
2022-01-07,7186,5050,743,530,10161,12297,24,12,34694,12236,3772.04,1.422970297029703,0.8262990973408149,41.425030264599066,29.111661958840145
2022-01-10,7198,5664,761,593,9829,11363,22,14,34054,12862,3798.4,1.2708333333333333,0.8650004400246414,42.27403535561168,33.26481470605509
2022-01-11,6632,6433,717,617,10424,10623,26,14,34112,13065,3764.56,1.0309342452976837,0.9812670620352066,38.88367729831144,37.716932457786115
