date,asset,type,total_oi,fiz_oi,yur_oi,fiz_share,yur_share,long_fiz,short_fiz,long_jur,short_jur,Open,High,Low,Close,Volume,contract
2026-07-01,VTBR,futures,539460.0,262010.0,277450.0,48.57,51.43,205718.0,56292.0,64012.0,213438.0,91560.0,94680.0,91190.0,93170.0,99340.0,VTBR-9.26
2026-07-01,YDEX,futures,571674.0,310134.0,261540.0,54.25,45.75,283430.0,26704.0,2407.0,259133.0,3762.0,3836.0,3757.0,3793.0,121253.0,YDEX-9.26
2026-07-02,ALRS,futures,234922.0,140803.0,94119.0,59.94,40.06,111874.0,28929.0,5587.0,88532.0,2192.0,2204.0,2082.0,2082.0,75913.0,ALRS-9.26
2026-07-02,GAZR,futures,1145646.0,475813.0,669833.0,41.53,58.47,404089.0,71724.0,168734.0,501099.0,10435.0,10440.0,9961.0,9999.0,302246.0,GAZR-9.26
2026-07-02,GMKN,futures,548404.0,359750.0,188654.0,65.6,34.4,214452.0,145298.0,59750.0,128904.0,1312.0,1313.0,1254.0,1256.0,290167.0,GMKN-9.26
2026-07-02,LKOH,futures,54940.0,20314.0,34626.0,36.97,63.03,12529.0,7785.0,14941.0,19685.0,46700.0,46727.0,43805.0,43965.0,32091.0,LKOH-9.26
2026-07-02,MGNT,futures,248260.0,153275.0,94985.0,61.74,38.26,112512.0,40763.0,11618.0,83367.0,1970.0,1975.0,1871.0,1873.0,74479.0,MGNT-9.26
2026-07-02,MIX,futures,434918.0,340326.0,94592.0,78.25,21.75,214854.0,125472.0,2605.0,91987.0,233800.0,233800.0,222675.0,224075.0,407009.0,MIX-9.26
2026-07-02,NVTK,futures,189492.0,62478.0,127014.0,32.97,67.03,52932.0,9546.0,41814.0,85200.0,9993.0,10003.0,9496.0,9542.0,30230.0,NVTK-9.26
2026-07-02,PLZL,futures,28618.0,8935.0,19683.0,31.22,68.78,6695.0,2240.0,7614.0,12069.0,,,,,,PLZL-9.26
2026-07-02,ROSN,futures,44988.0,21808.0,23180.0,48.48,51.52,16342.0,5466.0,6152.0,17028.0,33188.0,33319.0,31390.0,31724.0,33924.0,ROSN-9.26
2026-07-02,SBRF,futures,1105362.0,235218.0,870144.0,21.28,78.72,136050.0,99168.0,416631.0,453513.0,28355.0,28379.0,27546.0,27708.0,255712.0,SBRF-9.26
2026-07-02,VTBR,futures,561078.0,294474.0,266604.0,52.48,47.52,229441.0,65033.0,51098.0,215506.0,93000.0,93060.0,88810.0,89400.0,114062.0,VTBR-9.26
2026-07-02,YDEX,futures,588166.0,312711.0,275455.0,53.17,46.83,292728.0,19983.0,1355.0,274100.0,3787.0,3790.0,3578.0,3609.0,129744.0,YDEX-9.26
2026-07-03,ALRS,futures,242458.0,146042.0,96416.0,60.23,39.77,113219.0,32823.0,8010.0,88406.0,2080.0,2128.0,2064.0,2103.0,64901.0,ALRS-9.26
2026-07-03,GAZR,futures,1134954.0,464637.0,670317.0,40.94,59.06,405189.0,59448.0,162288.0,508029.0,9998.0,10144.0,9900.0,9992.0,261482.0,GAZR-9.26
2026-07-03,GMKN,futures,562646.0,377457.0,185189.0,67.09,32.91,233532.0,143925.0,47791.0,137398.0,1263.0,1285.0,1237.0,1265.0,415177.0,GMKN-9.26
2026-07-03,LKOH,futures,56628.0,20498.0,36130.0,36.2,63.8,12798.0,7700.0,15516.0,20614.0,43607.0,44928.0,42978.0,43855.0,46433.0,LKOH-9.26
2026-07-03,MGNT,futures,245968.0,151059.0,94909.0,61.41,38.59,113727.0,37332.0,9257.0,85652.0,1861.0,1889.0,1812.0,1855.0,85966.0,MGNT-9.26
2026-07-03,MIX,futures,456548.0,339570.0,116978.0,74.38,25.62,226074.0,113496.0,2200.0,114778.0,222825.0,225475.0,219100.0,221675.0,397481.0,MIX-9.26
2026-07-03,NVTK,futures,202826.0,65014.0,137812.0,32.05,67.95,55078.0,9936.0,46335.0,91477.0,9540.0,9640.0,9302.0,9521.0,43184.0,NVTK-9.26
2026-07-03,PLZL,futures,29486.0,8868.0,20618.0,30.08,69.92,6859.0,2009.0,7884.0,12734.0,,,,,,PLZL-9.26
2026-07-03,ROSN,futures,44774.0,22554.0,22220.0,50.37,49.63,17044.0,5510.0,5343.0,16877.0,31501.0,31854.0,30843.0,31424.0,30124.0,ROSN-9.26
2026-07-03,SBRF,futures,1174636.0,242390.0,932246.0,20.64,79.36,130642.0,111748.0,456676.0,475570.0,27701.0,27899.0,27344.0,27673.0,188639.0,SBRF-9.26
2026-07-03,VTBR,futures,587804.0,287417.0,300387.0,48.9,51.1,240324.0,47093.0,53578.0,246809.0,89140.0,90690.0,88010.0,88340.0,93199.0,VTBR-9.26
2026-07-03,YDEX,futures,609470.0,321557.0,287913.0,52.76,47.24,303540.0,18017.0,1195.0,286718.0,3596.0,3645.0,3519.0,3529.0,148480.0,YDEX-9.26
