date,close,open,high,low,value,capitalization,divisor
2005-09-23,864.56,860.07,872.94,852.41,16758744028.58,6275159765419.83,3254811524.0
2005-09-26,853.78,864.56,864.56,847.93,11945722192.28,6275159765419.83,3254811524.0
2005-09-27,891.71,853.78,891.97,853.78,23063209059.78,6275159765419.83,3254811524.0
2005-09-28,886.76,891.7,900.41,877.6,22160605787.07,6275159765419.83,3254811524.0
2005-09-29,879.19,886.82,895.34,877.71,12565429865.3,6275159765419.83,3254811524.0
2005-09-30,892.5,879.19,895.21,879.19,12994793353.71,6275159765419.83,3254811524.0
2005-10-03,932.87,892.76,933.78,892.5,22235886213.08,6275159765419.83,3254811524.0
2005-10-04,939.44,932.87,957.16,932.87,32992217540.59,6275159765419.83,3254811524.0
2005-10-05,898.99,939.43,939.44,895.85,27987346153.74,6275159765419.83,3254811524.0
2005-10-06,846.49,898.99,898.99,840.16,26190951917.96,6275159765419.83,3254811524.0
2005-10-07,843.49,846.76,858.41,832.36,17089387013.96,6275159765419.83,3254811524.0
2005-10-10,871.91,843.53,873.82,843.49,15476146721.53,6275159765419.83,3254811524.0
2005-10-11,901.55,871.91,901.76,866.29,20209555725.98,6275159765419.83,3254811524.0
2005-10-12,859.7,901.55,917.42,857.73,25012820914.94,6275159765419.83,3254811524.0
2005-10-13,841.45,859.69,859.7,825.75,20791495039.81,6275159765419.83,3254811524.0
2005-10-14,809.3,841.45,841.45,807.95,18930454176.32,6275159765419.83,3254811524.0
2005-10-17,819.87,809.68,829.19,801.99,17596341551.92,6275159765419.83,3254811524.0
2005-10-18,821.62,819.89,834.58,819.08,15487161872.77,6275159765419.83,3254811524.0
2005-10-19,786.56,821.24,821.62,785.65,17013902059.61,6275159765419.83,3254811524.0
2005-10-20,791.2,786.56,803.9,786.56,13294001503.27,6275159765419.83,3254811524.0
2005-10-21,797.95,791.19,801.17,773.45,16601006335.35,6275159765419.83,3254811524.0
2005-10-24,820.94,797.96,826.18,795.32,15093467734.63,6275159765419.83,3254811524.0
2005-10-25,812.1,821.58,835.89,802.38,19018615755.89,6275159765419.83,3254811524.0
2005-10-26,819.87,812.1,822.79,809.87,14104312074.78,6275159765419.83,3254811524.0
2005-10-27,800.31,819.87,821.49,796.55,14318184623.03,6275159765419.83,3254811524.0
2005-10-28,818.64,800.21,821.73,791.52,11881632658.92,6275159765419.83,3254811524.0
2005-10-31,842.52,818.64,843.42,818.64,12920378585.95,6275159765419.83,3254811524.0
2005-11-01,844.43,842.52,856.67,837.81,16911952218.8,6275159765419.83,3254811524.0
2005-11-02,873.34,844.44,873.34,844.43,20422978708.65,6275159765419.83,3254811524.0
2005-11-03,880.13,873.36,883.52,869.95,13160244997.3,6275159765419.83,3254811524.0
2005-11-07,880.45,880.13,887.43,866.85,13990286897.34,6275159765419.83,3254811524.0
2005-11-08,880.14,880.42,885.69,871.21,12552806766.05,6275159765419.83,3254811524.0
2005-11-09,884.85,880.14,898.36,880.14,15075173104.51,6275159765419.83,3254811524.0
2005-11-10,874.53,884.87,891.72,874.48,14373186444.71,6275159765419.83,3254811524.0
2005-11-11,880.31,874.49,880.86,869.03,14916579406.78,6275159765419.83,3254811524.0
2005-11-14,903.94,880.31,905.04,879.29,16128237720.16,6275159765419.83,3254811524.0
2005-11-15,904.86,903.94,914.06,898.76,17322010987.2,6275159765419.83,3254811524.0
2005-11-16,905.86,904.58,906.01,893.17,14362542244.81,6275159765419.83,3254811524.0
2005-11-17,929.99,905.91,933.88,905.86,24148833882.22,6275159765419.83,3254811524.0
2005-11-18,928.14,929.88,935.99,920.04,14246728348.12,6275159765419.83,3254811524.0
2005-11-21,930.12,928.15,944.82,928.13,17222293690.12,6275159765419.83,3254811524.0
2005-11-22,923.84,930.25,939.73,917.3,21702777593.71,6275159765419.83,3254811524.0
2005-11-23,920.52,923.84,932.53,920.02,12091418578.98,6275159765419.83,3254811524.0
2005-11-24,931.48,920.55,932.34,920.52,10586584342.47,6275159765419.83,3254811524.0
2005-11-25,940.63,931.48,941.53,926.11,11683252065.49,6275159765419.83,3254811524.0
2005-11-28,940.28,940.63,954.96,939.76,16500202122.36,6275159765419.83,3254811524.0
2005-11-29,937.65,940.26,941.26,927.38,14271473009.78,6275159765419.83,3254811524.0
2005-11-30,944.55,937.65,946.15,932.06,16224909334.6,6275159765419.83,3254811524.0
2005-12-01,970.34,944.55,970.35,944.55,21473717809.25,6275159765419.83,3254811524.0
2005-12-02,985.99,970.35,992.34,970.34,24524517052.52,6275159765419.83,3254811524.0
2005-12-05,985.81,986.0,999.03,982.06,21988645240.56,6275159765419.83,3254811524.0
2005-12-06,983.36,985.81,990.42,973.29,15328384029.75,6275159765419.83,3254811524.0
2005-12-07,991.76,983.36,997.27,983.36,18011993510.64,6275159765419.83,3254811524.0
2005-12-08,993.77,991.71,996.06,970.52,15830784475.25,6275159765419.83,3254811524.0
2005-12-09,994.96,993.77,1003.88,991.8,11720423000.17,6275159765419.83,3254811524.0
2005-12-12,1003.17,994.92,1006.82,994.27,12681513486.66,6275159765419.83,3254811524.0
2005-12-13,998.9,1003.17,1004.82,995.45,10195475399.68,6275159765419.83,3254811524.0
2005-12-14,997.07,998.9,1002.16,993.44,11520343476.11,6275159765419.83,3254811524.0
2005-12-15,993.43,997.07,1004.56,992.27,17294864823.69,6275159765419.83,3254811524.0
2005-12-16,996.15,993.43,999.07,990.69,9068441462.19,6275159765419.83,3254811524.0
2005-12-19,1000.44,996.15,1002.68,991.48,7433573068.53,6275159765419.83,3254811524.0
2005-12-20,995.79,1000.44,1000.44,976.63,8160428074.25,6275159765419.83,3254811524.0
2005-12-21,1001.79,995.79,1002.4,995.79,8402682282.03,6275159765419.83,3254811524.0
2005-12-22,1020.3,1001.79,1021.79,1001.79,14704112800.72,6275159765419.83,3254811524.0
2005-12-23,1015.95,1020.38,1032.73,1015.09,15491641860.94,6275159765419.83,3254811524.0
2005-12-26,1018.35,1015.95,1022.25,1015.9,4780256294.09,6275159765419.83,3254811524.0
2005-12-27,1013.36,1018.35,1022.04,1013.18,6573442709.2,6275159765419.83,3254811524.0
2005-12-28,1004.57,1013.3,1013.41,997.68,7360763082.49,6275159765419.83,3254811524.0
2005-12-29,1010.11,1004.58,1014.19,1004.57,6674572765.0,6275159765419.83,3254811524.0
2005-12-30,1011.0,1010.11,1015.65,1009.11,1734783887.92,6275159765419.83,3254811524.0
2006-01-10,1064.91,1012.31,1069.3,1011.0,14058350323.01,6275159765419.83,3254811524.0
2006-01-11,1088.03,1064.91,1088.6,1058.93,20577994358.52,6275159765419.83,3254811524.0
2006-01-12,1129.74,1088.04,1136.07,1088.03,31764845411.2,6275159765419.83,3254811524.0
2006-01-13,1114.21,1129.74,1141.2,1099.6,19979789203.31,6275159765419.83,3254811524.0
2006-01-16,1150.34,1114.21,1151.23,1112.46,23740022147.89,6275159765419.83,3254811524.0
2006-01-17,1124.79,1150.36,1169.85,1109.75,29356254496.68,6275159765419.83,3254811524.0
2006-01-18,1103.71,1124.75,1124.79,1083.61,24818536992.1,6275159765419.83,3254811524.0
2006-01-19,1147.8,1103.06,1147.98,1089.57,29918433257.6,6275159765419.83,3254811524.0
2006-01-20,1169.03,1147.8,1175.22,1147.8,27426659947.38,6275159765419.83,3254811524.0
2006-01-23,1144.1,1169.03,1169.04,1136.59,15237541925.36,6275159765419.83,3254811524.0
2006-01-24,1163.4,1144.11,1163.81,1144.1,18744662878.4,6275159765419.83,3254811524.0
2006-01-25,1179.11,1163.41,1182.62,1156.29,29706363150.96,6275159765419.83,3254811524.0
2006-01-26,1187.11,1179.05,1196.75,1175.1,26799645183.32,6275159765419.83,3254811524.0
2006-01-27,1227.05,1187.19,1227.05,1187.11,32318943835.82,6275159765419.83,3254811524.0
2006-01-30,1186.38,1227.05,1242.08,1183.01,31940564258.03,6275159765419.83,3254811524.0
2006-01-31,1171.44,1186.81,1209.08,1168.1,29785411386.98,6275159765419.83,3254811524.0
2006-02-01,1201.32,1171.44,1201.35,1158.12,25607542722.09,6275159765419.83,3254811524.0
2006-02-02,1195.14,1201.32,1204.14,1186.42,15523161551.55,6275159765419.83,3254811524.0
2006-02-03,1163.75,1195.01,1195.14,1159.33,21491889092.24,6275159765419.83,3254811524.0
2006-02-06,1194.23,1163.75,1195.48,1163.75,18550723655.34,6275159765419.83,3254811524.0
2006-02-07,1186.08,1193.86,1197.83,1178.46,17668453529.12,6275159765419.83,3254811524.0
2006-02-08,1205.05,1186.08,1205.67,1165.09,24544144020.5,6275159765419.83,3254811524.0
2006-02-09,1237.6,1205.04,1237.6,1204.32,33761597772.77,6275159765419.83,3254811524.0
2006-02-10,1229.37,1237.6,1245.33,1220.96,36041208545.11,6275159765419.83,3254811524.0
2006-02-13,1238.18,1229.36,1245.88,1215.43,40802534230.96,6275159765419.83,3254811524.0
2006-02-14,1242.99,1238.06,1274.19,1229.93,40931907987.08,6275159765419.83,3254811524.0
2006-02-15,1237.56,1242.99,1256.67,1215.81,41765154808.4,6275159765419.83,3254811524.0
2006-02-16,1255.05,1237.54,1262.54,1230.04,31849604111.5,6275159765419.83,3254811524.0
2006-02-17,1301.04,1255.05,1301.06,1255.05,32596471193.14,6275159765419.83,3254811524.0
2006-02-20,1337.28,1301.05,1338.54,1301.04,28092017593.12,6275159765419.83,3254811524.0
2006-02-21,1317.98,1337.28,1349.12,1317.61,29687714281.09,6275159765419.83,3254811524.0
2006-02-22,1348.67,1317.97,1349.07,1314.87,30201836648.64,6275159765419.83,3254811524.0
2006-02-26,1399.08,1348.67,1401.94,1348.67,32072167758.84,6275159765419.83,3254811524.0
2006-02-27,1388.76,1399.08,1424.62,1369.47,50655859944.83,6275159765419.83,3254811524.0
2006-02-28,1320.83,1387.94,1400.31,1315.78,44647122822.46,6275159765419.83,3254811524.0
2006-03-01,1336.55,1320.83,1349.09,1300.85,37070982337.74,6275159765419.83,3254811524.0
2006-03-02,1345.42,1336.93,1357.55,1328.86,23230973003.19,6275159765419.83,3254811524.0
2006-03-03,1349.06,1345.42,1367.98,1341.69,32083730070.83,6275159765419.83,3254811524.0
2006-03-06,1336.92,1349.06,1366.09,1330.84,21298392113.38,6275159765419.83,3254811524.0
2006-03-07,1261.93,1334.63,1336.92,1256.97,28905879976.38,6275159765419.83,3254811524.0
2006-03-09,1236.64,1261.93,1261.93,1206.2,28368134812.03,6275159765419.83,3254811524.0
2006-03-10,1232.77,1236.63,1249.7,1205.3,26978792432.44,6275159765419.83,3254811524.0
2006-03-13,1275.37,1232.9,1275.63,1232.77,31600674526.76,6275159765419.83,3254811524.0
2006-03-14,1240.48,1275.37,1292.81,1224.97,37827458133.42,6275159765419.83,3254811524.0
2006-03-15,1255.62,1240.53,1258.94,1235.29,24673543487.39,6275159765419.83,3254811524.0
2006-03-16,1253.68,1255.62,1258.28,1236.01,22243683304.61,6275159765419.83,3254811524.0
2006-03-17,1288.32,1253.7,1295.29,1253.68,33599880281.48,6275159765419.83,3254811524.0
2006-03-20,1272.05,1288.33,1303.4,1265.37,25621677493.02,6275159765419.83,3254811524.0
2006-03-21,1262.8,1272.04,1272.05,1253.31,22690753440.64,6275159765419.83,3254811524.0
2006-03-22,1280.74,1262.85,1280.76,1254.95,15203374080.57,6275159765419.83,3254811524.0
2006-03-23,1289.71,1280.74,1300.46,1278.37,28275245846.56,6275159765419.83,3254811524.0
2006-03-24,1291.82,1289.74,1295.65,1266.55,22221545633.63,6275159765419.83,3254811524.0
2006-03-27,1291.89,1291.82,1305.71,1290.35,18542377918.1,6275159765419.83,3254811524.0
2006-03-28,1273.06,1291.82,1294.57,1268.75,17854113883.09,6275159765419.83,3254811524.0
2006-03-29,1251.82,1273.08,1273.17,1246.41,18622172977.07,6275159765419.83,3254811524.0
2006-03-30,1295.98,1251.87,1296.25,1251.82,26545474707.85,6275159765419.83,3254811524.0
2006-03-31,1299.19,1295.72,1309.48,1288.9,32855703982.92,6275159765419.83,3254811524.0
2006-04-03,1316.93,1299.19,1319.07,1297.04,32441521736.0,6275159765419.83,3254811524.0
2006-04-04,1308.36,1316.95,1327.97,1301.3,32973177141.09,6275159765419.83,3254811524.0
2006-04-05,1336.04,1308.37,1338.3,1308.0,35989953559.84,6275159765419.83,3254811524.0
2006-04-06,1344.79,1337.08,1361.16,1336.04,37551825337.34,6275159765419.83,3254811524.0
2006-04-07,1374.14,1344.78,1377.97,1334.47,47042500558.39,6275159765419.83,3254811524.0
2006-04-10,1408.73,1374.26,1410.55,1360.41,51844691306.38,6275159765419.83,3254811524.0
2006-04-11,1395.03,1408.74,1440.07,1394.81,60277063561.95,6275159765419.83,3254811524.0
2006-04-12,1419.4,1394.96,1420.13,1375.76,41928370657.53,6275159765419.83,3254811524.0
2006-04-13,1395.57,1419.4,1428.19,1390.4,43649356349.57,6275159765419.83,3254811524.0
2006-04-14,1413.24,1395.57,1413.26,1395.57,17321447077.3,6275159765419.83,3254811524.0
2006-04-17,1429.58,1413.24,1430.73,1413.24,24916385695.89,6275159765419.83,3254811524.0
2006-04-18,1441.52,1429.63,1445.75,1429.58,36394984773.13,6275159765419.83,3254811524.0
2006-04-19,1457.57,1441.56,1462.34,1441.52,43597895059.82,6275159765419.83,3254811524.0
2006-04-20,1449.19,1457.57,1468.37,1444.18,47974927973.82,6275159765419.83,3254811524.0
2006-04-21,1458.53,1449.19,1460.0,1435.5,32171689060.83,6275159765419.83,3254811524.0
2006-04-24,1470.72,1458.64,1472.03,1458.53,32346897476.43,6275159765419.83,3254811524.0
2006-04-25,1454.64,1470.71,1474.06,1452.77,32193866395.71,6275159765419.83,3254811524.0
2006-04-26,1500.65,1454.64,1501.42,1454.64,63045685951.66,6275159765419.83,3254811524.0
2006-04-27,1451.06,1500.66,1519.0,1436.08,86806985814.65,6275159765419.83,3254811524.0
2006-04-28,1486.85,1451.05,1488.9,1439.66,38079633972.19,6275159765419.83,3254811524.0
2006-05-02,1538.41,1486.85,1542.07,1486.85,38681533305.01,6275159765419.83,3254811524.0
2006-05-03,1531.1,1538.55,1564.18,1524.41,44345428593.72,6275159765419.83,3254811524.0
2006-05-04,1560.74,1531.1,1561.04,1516.09,45303376010.68,6275159765419.83,3254811524.0
2006-05-05,1562.02,1560.23,1575.58,1547.41,44079399286.57,6275159765419.83,3254811524.0
2006-05-06,1585.04,1562.05,1585.57,1562.02,23904433933.37,6275159765419.83,3254811524.0
2006-05-10,1543.75,1584.97,1616.32,1539.14,69497891689.87,6275159765419.83,3254811524.0
2006-05-11,1534.51,1543.82,1577.49,1480.67,74924635005.81,6275159765419.83,3254811524.0
2006-05-12,1483.62,1534.46,1534.51,1482.75,37943340434.04,6275159765419.83,3254811524.0
2006-05-15,1398.2,1483.62,1483.62,1386.8,50718923116.72,6275159765419.83,3254811524.0
2006-05-16,1403.95,1398.19,1418.94,1343.33,62764760852.75,6275159765419.83,3254811524.0
2006-05-17,1343.86,1404.15,1435.23,1342.42,60966646292.53,6275159765419.83,3254811524.0
2006-05-18,1308.48,1343.0,1343.86,1272.24,60493037903.05,6275159765419.83,3254811524.0
2006-05-19,1265.87,1308.49,1332.95,1263.96,39974427943.33,6275159765419.83,3254811524.0
2006-05-22,1143.76,1265.85,1274.42,1120.06,57705990970.75,6275159765419.83,3254811524.0
2006-05-23,1265.89,1143.77,1266.51,1122.41,68847394953.39,6275159765419.83,3254811524.0
2006-05-24,1216.22,1265.89,1268.33,1180.35,61361751480.36,6275159765419.83,3254811524.0
2006-05-25,1274.37,1216.22,1284.16,1191.03,60683150263.5,6275159765419.83,3254811524.0
2006-05-26,1341.99,1275.85,1348.74,1274.37,66427987167.31,6275159765419.83,3254811524.0
2006-05-29,1313.85,1342.01,1367.95,1312.38,57287974634.46,6275159765419.83,3254811524.0
2006-05-30,1303.53,1313.9,1329.14,1271.58,70469611212.83,6275159765419.83,3254811524.0
2006-05-31,1281.5,1303.14,1317.29,1254.85,73876130407.34,6275159765419.83,3254811524.0
2006-06-01,1298.84,1281.5,1299.78,1268.63,40149936315.64,6275159765419.83,3254811524.0
2006-06-02,1363.49,1298.89,1365.23,1298.84,60560644356.76,6275159765419.83,3254811524.0
2006-06-05,1364.33,1363.52,1389.21,1343.21,43427741839.07,6275159765419.83,3254811524.0
2006-06-06,1277.48,1360.41,1364.33,1273.68,52191643970.09,6275159765419.83,3254811524.0
2006-06-07,1270.94,1277.48,1293.76,1219.98,67082604073.87,6275159765419.83,3254811524.0
2006-06-08,1173.11,1270.91,1270.94,1172.86,57401744810.9,6275159765419.83,3254811524.0
2006-06-09,1191.66,1173.11,1229.8,1173.11,42160420369.41,6275159765419.83,3254811524.0
2006-06-13,1082.25,1191.44,1191.66,1078.19,40044711978.19,6275159765419.83,3254811524.0
2006-06-14,1149.34,1082.24,1150.65,1062.82,60880098310.48,6275159765419.83,3254811524.0
2006-06-15,1203.25,1150.34,1203.28,1149.34,54566336524.84,6275159765419.83,3254811524.0
2006-06-16,1180.55,1203.36,1256.27,1157.7,65836235605.31,6275159765419.83,3254811524.0
2006-06-19,1199.45,1180.55,1220.49,1176.54,41730870236.82,6275159765419.83,3254811524.0
2006-06-20,1235.19,1199.45,1235.7,1166.27,46661375515.0,6275159765419.83,3254811524.0
2006-06-21,1227.95,1235.25,1249.62,1199.59,56989185212.78,6275159765419.83,3254811524.0
2006-06-22,1193.02,1228.76,1263.85,1192.24,51508367257.48,6275159765419.83,3254811524.0
2006-06-23,1198.03,1193.02,1211.86,1179.87,31365635233.76,6275159765419.83,3254811524.0
2006-06-26,1202.89,1198.03,1207.85,1178.25,18191124832.54,6275159765419.83,3254811524.0
2006-06-27,1247.75,1202.9,1259.36,1200.56,43067078292.01,6275159765419.83,3254811524.0
2006-06-28,1270.2,1247.73,1272.08,1220.65,51322851101.64,6275159765419.83,3254811524.0
2006-06-29,1292.2,1270.23,1297.91,1259.94,49132292909.59,6275159765419.83,3254811524.0
2006-06-30,1331.39,1292.25,1344.78,1292.2,55783902649.18,6275159765419.83,3254811524.0
2006-07-03,1354.34,1331.39,1360.49,1331.15,33658748849.55,6275159765419.83,3254811524.0
2006-07-04,1374.21,1354.34,1374.63,1339.37,29684369458.86,6275159765419.83,3254811524.0
2006-07-05,1312.79,1373.76,1374.21,1304.85,38098240443.72,6275159765419.83,3254811524.0
2006-07-06,1367.2,1312.87,1368.63,1312.79,42479196101.33,6275159765419.83,3254811524.0
2006-07-07,1367.38,1367.2,1387.23,1351.47,46305977320.61,6275159765419.83,3254811524.0
2006-07-10,1384.49,1367.37,1384.49,1353.19,24159604901.93,6275159765419.83,3254811524.0
2006-07-11,1368.63,1384.49,1389.95,1366.0,28207142662.46,6275159765419.83,3254811524.0
2006-07-12,1376.3,1368.71,1395.37,1368.63,32338796337.16,6275159765419.83,3254811524.0
2006-07-13,1307.77,1376.29,1376.3,1296.33,48366600680.41,6275159765419.83,3254811524.0
2006-07-14,1313.09,1307.76,1334.9,1264.85,58916635795.64,6275159765419.83,3254811524.0
2006-07-17,1277.19,1313.05,1313.09,1272.77,27706863033.68,6275159765419.83,3254811524.0
2006-07-18,1296.37,1276.91,1301.36,1255.05,40716768338.22,6275159765419.83,3254811524.0
2006-07-19,1332.11,1296.45,1333.29,1278.16,42119202460.76,6275159765419.83,3254811524.0
2006-07-20,1328.61,1332.11,1356.96,1325.52,44920969755.32,6275159765419.83,3254811524.0
2006-07-21,1315.41,1328.6,1330.05,1309.56,25025971247.82,6275159765419.83,3254811524.0
2006-07-24,1337.7,1315.41,1337.96,1305.57,25310592710.44,6275159765419.83,3254811524.0
2006-07-25,1332.35,1338.47,1354.98,1332.03,40487146119.72,6275159765419.83,3254811524.0
2006-07-26,1344.43,1332.89,1352.86,1332.35,23288000542.59,6275159765419.83,3254811524.0
2006-07-27,1392.59,1344.65,1393.68,1344.43,51729444468.8,6275159765419.83,3254811524.0
2006-07-28,1388.31,1392.56,1394.62,1367.94,41644058492.57,6275159765419.83,3254811524.0
2006-07-31,1380.24,1388.45,1403.18,1376.03,40557447329.64,6275159765419.83,3254811524.0
2006-08-01,1369.87,1380.3,1403.64,1363.67,46137107231.82,6275159765419.83,3254811524.0
2006-08-02,1399.27,1369.9,1399.55,1369.51,33355633273.97,6275159765419.83,3254811524.0
2006-08-03,1408.2,1399.31,1412.15,1377.96,55367563738.03,6275159765419.83,3254811524.0
2006-08-04,1449.73,1408.21,1455.33,1408.2,48721607774.98,6275159765419.83,3254811524.0
2006-08-07,1441.58,1449.15,1449.73,1423.49,37250148585.24,6275159765419.83,3254811524.0
2006-08-08,1434.71,1442.02,1454.05,1425.83,41492587734.0,6275159765419.83,3254811524.0
2006-08-09,1462.68,1434.71,1466.51,1434.26,56134323663.99,6275159765419.83,3254811524.0
2006-08-10,1454.27,1462.65,1462.68,1439.76,53814754417.41,6275159765419.83,3254811524.0
2006-08-11,1479.96,1454.28,1480.66,1454.27,49672228210.17,6275159765419.83,3254811524.0
2006-08-14,1474.99,1479.96,1498.67,1471.04,51655660821.31,6275159765419.83,3254811524.0
2006-08-15,1476.3,1475.0,1477.48,1435.69,62467335772.13,6275159765419.83,3254811524.0
2006-08-16,1487.3,1476.34,1495.32,1463.67,61911813929.7,6275159765419.83,3254811524.0
2006-08-17,1466.95,1487.33,1491.46,1464.16,45420008856.09,6275159765419.83,3254811524.0
2006-08-18,1404.73,1466.71,1468.32,1395.98,67461454713.85,6275159765419.83,3254811524.0
2006-08-21,1430.93,1405.03,1436.24,1403.44,43758929139.01,6275159765419.83,3254811524.0
2006-08-22,1456.93,1431.05,1457.03,1430.93,38106090200.91,6275159765419.83,3254811524.0
2006-08-23,1456.64,1456.94,1468.0,1438.23,45155543000.88,6275159765419.83,3254811524.0
2006-08-24,1440.09,1456.15,1456.92,1437.33,37697156304.12,6275159765419.83,3254811524.0
2006-08-25,1456.73,1440.1,1461.1,1440.09,31564703937.87,6275159765419.83,3254811524.0
2006-08-28,1450.58,1456.73,1456.86,1445.29,18578280923.26,6275159765419.83,3254811524.0
2006-08-29,1450.5,1450.58,1475.36,1441.16,50242946086.36,6275159765419.83,3254811524.0
2006-08-30,1459.16,1450.43,1466.58,1450.41,32354457107.13,6275159765419.83,3254811524.0
2006-08-31,1448.72,1459.18,1474.25,1443.61,45873889002.92,6275159765419.83,3254811524.0
2006-09-01,1434.01,1448.72,1453.72,1431.33,34073883663.46,6275159765419.83,3254811524.0
2006-09-04,1451.3,1434.05,1453.38,1431.26,26417151057.57,6275159765419.83,3254811524.0
2006-09-05,1481.21,1451.3,1482.21,1442.7,49838389714.51,6275159765419.83,3254811524.0
2006-09-06,1446.37,1481.19,1481.21,1443.3,50171532818.44,6275159765419.83,3254811524.0
2006-09-07,1402.36,1446.31,1446.37,1395.64,49509149782.56,6275159765419.83,3254811524.0
2006-09-08,1405.87,1402.36,1413.85,1395.3,31967875071.37,6275159765419.83,3254811524.0
2006-09-11,1349.28,1405.86,1405.87,1343.57,39280048042.71,6275159765419.83,3254811524.0
2006-09-12,1371.58,1349.81,1371.83,1348.82,46169508689.13,6275159765419.83,3254811524.0
2006-09-13,1384.16,1371.46,1396.04,1356.99,51856660615.25,6275159765419.83,3254811524.0
2006-09-14,1381.32,1384.31,1412.75,1379.16,42465447586.77,6275159765419.83,3254811524.0
2006-09-15,1369.59,1379.17,1396.22,1364.63,38641439487.83,6275159765419.83,3254811524.0
2006-09-18,1384.47,1369.59,1390.48,1367.38,24480078932.8,6275159765419.83,3254811524.0
2006-09-19,1396.07,1384.48,1399.5,1384.47,24761979722.28,6275159765419.83,3254811524.0
2006-09-20,1369.4,1396.06,1396.07,1355.67,28516889900.03,6275159765419.83,3254811524.0
2006-09-21,1347.78,1368.96,1376.28,1338.7,37454549611.54,6275159765419.83,3254811524.0
2006-09-22,1300.21,1347.78,1357.23,1299.47,48729125880.24,6275159765419.83,3254811524.0
2006-09-25,1255.48,1300.21,1300.21,1253.38,42913931593.12,6275159765419.83,3254811524.0
2006-09-26,1305.77,1255.51,1305.77,1255.48,39968261613.29,6275159765419.83,3254811524.0
2006-09-27,1333.55,1305.87,1343.28,1305.77,52800740454.25,6275159765419.83,3254811524.0
2006-09-28,1368.09,1333.55,1372.75,1333.55,48863218657.75,6275159765419.83,3254811524.0
2006-09-29,1367.24,1368.09,1379.93,1351.19,39967281897.14,6275159765419.83,3254811524.0
2006-10-02,1369.39,1367.27,1384.65,1358.84,30736193266.18,6275159765419.83,3254811524.0
2006-10-03,1334.56,1368.02,1369.39,1330.82,28930578219.62,6275159765419.83,3254811524.0
2006-10-04,1338.27,1334.52,1345.37,1304.65,46468248250.11,6275159765419.83,3254811524.0
2006-10-05,1385.13,1338.7,1396.21,1338.27,53100073033.28,6275159765419.83,3254811524.0
2006-10-06,1374.71,1385.14,1390.05,1363.06,38378201564.84,6275159765419.83,3254811524.0
2006-10-09,1412.24,1374.72,1412.95,1367.0,37834649879.76,6275159765419.83,3254811524.0
2006-10-10,1409.31,1412.2,1421.11,1394.2,49682956913.19,6275159765419.83,3254811524.0
2006-10-11,1417.9,1409.24,1418.21,1387.02,44468298766.31,6275159765419.83,3254811524.0
2006-10-12,1412.7,1417.7,1417.9,1399.65,43923391137.02,6275159765419.83,3254811524.0
2006-10-13,1439.57,1413.23,1440.68,1412.7,49763303096.44,6275159765419.83,3254811524.0
2006-10-16,1438.13,1439.69,1450.99,1426.53,34804385247.51,6275159765419.83,3254811524.0
2006-10-17,1424.1,1438.16,1457.75,1421.7,46395949460.34,6275159765419.83,3254811524.0
2006-10-18,1448.47,1424.1,1451.67,1422.8,47537648839.27,6275159765419.83,3254811524.0
2006-10-19,1455.07,1448.45,1455.38,1438.54,38143994512.54,6275159765419.83,3254811524.0
2006-10-20,1442.83,1455.07,1466.82,1436.6,35789904652.99,6275159765419.83,3254811524.0
2006-10-23,1439.74,1442.8,1448.06,1424.77,31663467551.14,6275159765419.83,3254811524.0
2006-10-24,1429.47,1439.78,1444.66,1416.24,31313234751.59,6275159765419.83,3254811524.0
2006-10-25,1449.1,1429.47,1449.1,1424.38,28413847222.19,6275159765419.83,3254811524.0
2006-10-26,1443.08,1449.11,1462.94,1437.5,41195077691.54,6275159765419.83,3254811524.0
2006-10-27,1434.97,1443.07,1444.39,1420.02,42161049511.78,6275159765419.83,3254811524.0
2006-10-30,1403.65,1434.97,1434.97,1400.54,31712965731.79,6275159765419.83,3254811524.0
2006-10-31,1426.86,1403.66,1427.11,1399.46,35550908026.96,6275159765419.83,3254811524.0
2006-11-01,1456.0,1426.87,1458.18,1426.86,42998148636.32,6275159765419.83,3254811524.0
2006-11-02,1435.21,1455.99,1456.0,1432.82,43711861421.4,6275159765419.83,3254811524.0
2006-11-03,1452.72,1435.2,1454.65,1434.13,28286944636.84,6275159765419.83,3254811524.0
2006-11-07,1480.88,1453.12,1488.66,1452.72,42970742639.11,6275159765419.83,3254811524.0
2006-11-08,1477.37,1480.88,1484.38,1468.62,38886707929.34,6275159765419.83,3254811524.0
2006-11-09,1502.86,1477.41,1505.11,1477.37,43087340576.73,6275159765419.83,3254811524.0
2006-11-10,1503.55,1502.86,1506.76,1487.28,38822594587.01,6275159765419.83,3254811524.0
2006-11-13,1500.3,1503.54,1511.19,1495.37,37237951866.48,6275159765419.83,3254811524.0
2006-11-14,1498.73,1500.3,1507.75,1490.18,42282056556.59,6275159765419.83,3254811524.0
2006-11-15,1504.61,1498.75,1509.14,1496.84,36690447559.38,6275159765419.83,3254811524.0
2006-11-16,1519.01,1504.65,1521.0,1498.08,34651320093.92,6275159765419.83,3254811524.0
2006-11-17,1500.11,1519.0,1519.01,1485.55,59950498579.7,6275159765419.83,3254811524.0
2006-11-20,1490.58,1500.13,1505.83,1485.94,40527850397.56,6275159765419.83,3254811524.0
2006-11-21,1509.87,1490.63,1513.0,1490.58,36619569591.52,6275159765419.83,3254811524.0
