Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,Физические лица,,,,Юридические лица,,,,Совокупный объем открытых позиций,,,,,,,
,Длинные позиции,Короткие позиции,"Количество лиц, имеющих открытые длинные позиции","Количество лиц, имеющих открытые короткие позиции",Длинные позиции,Короткие позиции,"Количество лиц, имеющих открытые длинные позиции","Количество лиц, имеющих открытые короткие позиции",,,,,,,,
Дата,(позиции покупателя),(позиции продавца),,,(позиции покупателя),(позиции продавца),,,,,Close,,Lons/Short физ.,Lons/Short юр.,% Long у физ.от общ.Long,% Short у физ.от общ.Sort
2022-07-20 00:00:00,128071,62304,3863,1830,55169,120936,38,38,366480,,126.44,,2.055582306111967,0.4561834358669048,69.89249072254967,34.00130975769483
2022-07-21 00:00:00,104876,62969,3670,1857,67920,109827,36,38,345592,,125.48,,1.6655179532785973,0.6184271627195498,60.69353457255955,36.441237065672816
2022-07-22 00:00:00,129787,57234,3627,1705,60149,132702,38,43,379872,,128.82,,2.2676555893350105,0.45326370363671986,68.33196445118355,30.133308061662877
2022-07-25 00:00:00,159216,54026,4731,1552,59220,164410,39,47,436872,,131.45,,2.9470255062377375,0.36019706830484766,72.88908421688733,24.73310260213518
2022-07-26 00:00:00,164346,57796,5806,1734,50691,157241,37,54,430074,,132.9,,2.8435531870717696,0.32237775134983876,76.4268474727605,26.87723508047452
2022-07-27 00:00:00,160822,64033,5708,1903,49638,146427,35,57,420920,,132.5,,2.5115487326847092,0.3389948575057879,76.41452057398081,30.425258956571323
2022-07-28 00:00:00,147813,62525,5616,2060,50229,135517,39,53,396084,,131.72,,2.36406237504998,0.37064722507139325,74.63719817008513,31.571585825228993
2022-07-29 00:00:00,149321,59121,5474,1906,49771,139971,34,53,398184,,131.9,,2.5256846129125017,0.35558079887976796,75.00100456070561,29.695316737990478
2022-08-01 00:00:00,132782,71734,4800,2097,54156,115204,40,47,373876,,127.34,,1.8510329829648424,0.4700878441720774,71.02996715488558,38.37315045630102
2022-08-02 00:00:00,139220,60193,4978,1985,53684,132711,41,45,385808,,127.53,,2.312893525825262,0.4045180881765641,72.17061336208684,31.203603865134987
2022-08-03 00:00:00,126843,70550,4874,2038,54852,111145,43,45,363390,,126.85,,1.7979163713678243,0.4935174771694633,69.81094691653595,38.82880651641487
2022-08-04 00:00:00,131639,65237,4942,1872,53394,119796,49,40,370066,,126.95,,2.017857964038812,0.4457077030952619,71.1435257494609,35.25695416493274
2022-08-05 00:00:00,106818,88614,3900,2101,79680,97884,41,34,372996,,122.4,,1.2054302931816643,0.8140247640063749,57.27568124054949,47.514718656500335
